idAcceso,codOpe,numEmpresa,visible,texto
86,1,1,0,Herramientas de Chequeo
86,1,2,0,Herramientas de Chequeo
87,1,1,0,Importación
87,1,2,0,Importación
88,1,1,0,Whatsapp
88,1,2,0,Whatsapp
91,1,1,0,CRM-Presupuestos
91,1,2,0,Oportunidades
94,1,1,0,Tareas-Plazos
94,1,2,0,Tareas
96,1,1,0,Compras
96,1,2,0,Compras
97,1,1,0,Comisiones
97,1,2,0,Comisiones
100,1,1,0,Inicio Jornada
100,1,2,0,Inicio Jornada
101,1,1,0,Fin Jornada
101,1,2,0,Fin Jornada
102,1,1,0,Inicio Descanso
102,1,2,0,Inicio Descanso
103,1,1,0,Fin Descanso
103,1,2,0,Fin Descanso
104,1,1,0,Time Sheet
104,1,2,0,Time Sheet
105,1,1,0,Informes
105,1,2,0,Informes
106,1,1,0,Cuadros de Mando
106,1,2,0,Cuadro de Mandos
108,1,1,0,Emailer
108,1,2,0,Emailer
110,1,1,0,Firma Electrónica
110,1,2,0,Firma Electrónica
118,1,1,0,Seguridad
118,1,2,0,Protección de Datos
120,1,1,0,Auditoría Datos (logs)
120,1,2,0,Auditoría Datos (logs)
121,1,1,0,Análisis de Seguridad
121,1,2,0,Análisis de Seguridad
122,1,1,0,Baja Comunicaciones Comerciales (LSSI)
122,1,2,0,Baja Comunicaciones Comerciales (LSSI)
123,1,1,0,Control de Historial
123,1,2,0,Control de Historial
124,1,1,0,Stock
124,1,2,0,Stock
125,1,1,0,Artículos
125,1,2,0,Artículos
127,1,1,0,Clases
127,1,2,0,Clases
128,1,1,0,Control de Clases
128,1,2,0,Control de Clases
129,1,1,0,Control Seguimiento
129,1,2,0,Control Seguimiento
130,1,1,0,Seguimiento y Asistencia
130,1,2,0,Seguimiento y Asistencia
131,1,1,0,Imprimir Plantillas de Asistencia
131,1,2,0,Imprimir Plantillas de Asistencia
133,1,1,0,Reserva Online Clases
133,1,2,0,Reserva Online Clases
134,1,1,0,Configurar Web
134,1,2,0,Configurar Web
135,1,1,0,Enviar Enlace de Reserva
135,1,2,0,Enviar Enlace de Reserva
136,1,1,0,Reserva Online Cursos
136,1,2,0,Reserva Online Cursos
137,1,1,0,Configurar Web
137,1,2,0,Configurar Web
138,1,1,0,Enviar Enlace de Reserva
138,1,2,0,Enviar Enlace de Reserva
139,1,1,0,Formularios Registro Web
139,1,2,0,Formularios Registro Web
140,1,1,0,Configurar Web
140,1,2,0,Configurar Web
141,1,1,0,Enviar Enlace
141,1,2,0,Enviar Enlace
142,1,1,0,Recobros
142,1,2,0,Recobros
143,1,1,0,Crédito y Caución
143,1,2,0,Crédito y Caución
146,1,1,0,Control de Vencimientos
146,1,2,0,Vencimientos/Pólizas
147,1,1,0,Odontología
147,1,2,0,Odontograma
148,1,1,0,Lexnet
148,1,2,0,Lexnet
150,1,1,0,Avantius
150,1,2,0,Avantius
152,1,1,0,Vereda
152,1,2,0,Vereda
154,1,1,0,Justizia.Sip
154,1,2,0,Justizia.Sip
156,1,1,0,Ejusticia.Cat
156,1,2,0,Ejusticia.Cat
158,1,1,0,RPA
158,1,2,0,Procesos Automáticos
159,1,1,0,Opciones Automáticas Actuaciones
159,1,2,0,Creación de Historial
160,1,1,0,Correos Automáticos
160,1,2,0,Recordatorios Automáticos
163,1,1,0,Valoraciones
163,1,2,0,Valoraciones
165,1,1,0,Acceso Web/Móvil
165,1,2,0,Acceso Web/Móvil
166,1,1,0,Reserva Online
166,1,2,0,Reserva Online
167,1,1,0,Configurar webs
167,1,2,0,Configurar webs
168,1,1,0,Formularios Registro Web
168,1,2,0,Formularios Registro Web
169,1,1,0,Configurar Formularios Web
169,1,2,0,Configurar webs
171,1,1,0,Configuraciones Obligatorias
171,1,2,0,Configuraciones Obligatorias
172,1,1,0,Seleccionar Empresa
172,1,2,0,Seleccionar Empresa
173,1,1,0,Logo de Empresa
173,1,2,0,Logo de Empresa
174,1,1,0,Configuraciones Generales
174,1,2,0,Configuraciones Generales
175,1,1,0,Predefinidos
175,1,2,0,Predefinidos
176,1,1,0,Gestión de Plantillas
176,1,2,0,Gestión de Plantillas
177,1,1,0,Seleccionar Ejercicio
177,1,2,0,Seleccionar Ejercicio
178,1,1,0,Seleccionar Impresora
178,1,2,0,Seleccionar Impresora
179,1,1,0,Configuraciones Supervisor
179,1,2,0,Configuraciones Supervisor
180,1,1,0,Configuraciones Generales
180,1,2,0,Configuraciones Generales
181,1,1,0,Personalización
181,1,2,0,Personalización
182,1,1,0,Gestión de Permisos
182,1,2,0,Gestión de Permisos
183,1,1,0,Correo
183,1,2,0,Correo
184,1,1,0,SMS
184,1,2,0,SMS
185,1,1,0,Correo
185,1,2,0,Correo
187,1,1,0,Correo
187,1,2,0,Correo
188,1,1,0,WhatsApp
188,1,2,0,WhatsApp
189,1,1,0,Correo
189,1,2,0,Correo
190,1,1,0,WhatsApp
190,1,2,0,WhatsApp
191,1,1,0,Control Horario
191,1,2,0,Control Horario
193,1,1,0,Libros/Declaraciones
193,1,2,0,Libros/Declaraciones
194,1,1,0,Libro del IVA/IGIC (Fra. Emitidas/Fra. Recibidas)
194,1,2,0,Libro del IVA/IGIC (Fra. Emitidas/Fra. Recibidas)
196,1,1,0,Libro de Gastos
196,1,2,0,Libro de Gastos
197,1,1,0,Libro Bs. Inversión
197,1,2,0,Libro Bs. Inversión
199,1,1,0,I.V.A.
199,1,2,0,I.V.A.
200,1,1,0,Liquidación IVA Mód. 303
200,1,2,0,Liquidación IVA Mód. 303
201,1,1,0,Declaración Mód. 347
201,1,2,0,Declaración Mód. 347
202,1,1,0,I.R.P.F.
202,1,2,0,I.R.P.F.
203,1,1,0,Ventas
203,1,2,0,Ventas
204,1,1,0,Nóminas
204,1,2,0,Nóminas
205,1,1,0,Alquileres
205,1,2,0,Alquileres
206,1,1,0,Profesionales
206,1,2,0,Profesionales
207,1,1,0,Nóminas - Rendimientos en Especie
207,1,2,0,Nóminas - Rendimientos en Especie
208,1,1,0,Libros
208,1,2,0,Libros
209,1,1,0,Libros Declaraciones
209,1,2,0,Libros Declaraciones
210,1,1,0,Libro del IVA/IGIC (Fra. Emitidas/Fra Recibidas)
210,1,2,0,Libro del IVA/IGIC (Fra. Emitidas/Fra Recibidas)
211,1,1,0,Libros de Ingresos
211,1,2,0,Libros de Ingresos
212,1,1,0,Libro de Gastos
212,1,2,0,Libro de Gastos
213,1,1,0,Libro Bs. Inversión
213,1,2,0,Libro Bs. Inversión
214,1,1,0,Libro Provisiones/Suplidos
214,1,2,0,Libro Provisiones/Suplidos
215,1,1,0,I.V.A.
215,1,2,0,I.V.A.
216,1,1,0,Liquidación IVA Mód. 303
216,1,2,0,Liquidación IVA Mód. 303
217,1,1,0,Declaración Mód. 347
217,1,2,0,Declaración Mód. 347
218,1,1,0,I.R.P.F.
218,1,2,0,I.R.P.F.
219,1,1,0,Ventas
219,1,2,0,Ventas
220,1,1,0,Nóminas
220,1,2,0,Nóminas
221,1,1,0,Alquileres
221,1,2,0,Alquileres
222,1,1,0,Profesionales
222,1,2,0,Profesionales
223,1,1,0,IRPF - Nóminas - Rendimientos en Especie
223,1,2,0,IRPF - Nóminas - Rendimientos en Especie
224,1,1,0,Diario
224,1,2,0,Diario
225,1,1,0,Listado del Diario
225,1,2,0,Listado del Diario
226,1,1,0,Balance de Situación
226,1,2,0,Balance de Situación
227,1,1,0,Balance Sumas y Saldos
227,1,2,0,Balance Sumas y Saldos
228,1,1,0,Resumen Sumas y Saldos Anual 
228,1,2,0,Resumen Sumas y Saldos Anual 
229,1,1,0,Pérdidas y Ganancias
229,1,2,0,Pérdidas y Ganancias
230,1,1,0,Estado de Cambios En el Patrimonio Neto
230,1,2,0,Estado de Cambios En el Patrimonio Neto
232,1,1,0,Modelo 111
232,1,2,0,Modelo 111
233,1,1,0,Modelo 115
233,1,2,0,Modelo 115
234,1,1,0,Modelo 130
234,1,2,0,Modelo 130
235,1,1,0,Modelo 180
235,1,2,0,Modelo 180
236,1,1,0,Modelo 303
236,1,2,0,Modelo 303
237,1,1,0,Modelo 347
237,1,2,0,Modelo 347
238,1,1,0,Modelo 696
238,1,2,0,Modelo 696
239,1,1,0,Modelos
239,1,2,0,Modelos
240,1,1,0,Modelo 111
240,1,2,0,Modelo 111
241,1,1,0,Modelo 115
241,1,2,0,Modelo 115
242,1,1,0,Modelo 130
242,1,2,0,Modelo 130
243,1,1,0,Modelo 180
243,1,2,0,Modelo 180
244,1,1,0,Modelo 233
244,1,2,0,Modelo 233
245,1,1,0,Modelo 303
245,1,2,0,Modelo 303
246,1,1,0,Modelo 347
246,1,2,0,Modelo 347
247,1,1,0,Modelo 696
247,1,2,0,Modelo 696
248,1,1,0,Chequeo Asientos Descuadrados
248,1,2,0,Chequeo Asientos Descuadrados
249,1,1,0,Chequeo Asientos con descuadres inferior a 1 euro
249,1,2,0,Chequeo Asientos con descuadres inferior a 1 euro
250,1,1,0,Chequeo Cuentas no Existen en Balances
250,1,2,0,Chequeo Cuentas no Existen en Balances
251,1,1,0,Chequeo Cuentas Erróneas
251,1,2,0,Chequeo Cuentas Erróneas
252,1,1,0,Chequeo Contabilizado/Pendiente Contabilizar
252,1,2,0,Chequeo Contabilizado/Pendiente Contabilizar
253,1,1,0,Chequeo Cuentas IVA/IRPF
253,1,2,0,Chequeo Cuentas IVA/IRPF
254,1,1,0,Números no correlativos en Facturas Emitidas
254,1,2,0,Números no correlativos en Facturas Emitidas
255,1,1,0,Fechas no correlativas en Facturas Emitidas
255,1,2,0,Fechas no correlativas en Facturas Emitidas
256,1,1,0,Chequeo cuentas en Facturas Emitidas y Recibidas
256,1,2,0,Chequeo cuentas en Facturas Emitidas y Recibidas
257,1,1,0,Chequeo NIF y cuentas contables no coinciden entre factura y diario
257,1,2,0,Chequeo NIF y cuentas contables no coinciden entre factura y diario
258,1,1,0,Chequeo asientos que no tiene cubierta la contrapartida
258,1,2,0,Chequeo asientos que no tiene cubierta la contrapartida
259,1,1,0,Chequeo descuadres ente cuota iva y base imponible de facturas y diario
259,1,2,0,Chequeo descuadres ente cuota iva y base imponible de facturas y diario
260,1,1,0,Chequeo descuadres entre los totales de la factura emitida y los totales de los conceptos
260,1,2,0,Chequeo descuadres entre los totales de la factura emitida y los totales de los conceptos
268,1,1,0,Correos Automáticos
268,1,2,0,Control de Recordatorios Automáticos
272,1,1,0,Configuración
272,1,2,0,Configuración de Cuentas
273,1,1,0,SMS
273,1,2,0,SMS
274,1,1,0,Correo
274,1,2,0,Correo
283,1,1,0,Gestión de Acceso de Trabajadores
283,1,2,0,Gestión de Acceso de Trabajadores
284,1,1,0,Gestión de Acceso de Clientes
284,1,2,0,Gestión de Acceso de Clientes
285,1,1,0,Gestión de Boletines Informativos
285,1,2,0,Gestión de Boletines Informativos
286,1,1,0,Gestión de Documentos de Clientes
286,1,2,0,Gestión de Documentos de Clientes
288,1,1,0,Centros
288,1,2,0,Centros
289,1,1,0,Expedientes Predefinidos
289,1,2,0,Expedientes Predefinidos
292,1,1,0,Asuntos Predefinidos
292,1,2,0,Asuntos Predefinidos
293,1,1,0,Procedimientos Predefinidos
293,1,2,0,Procedimientos Predefinidos
294,1,1,0,Tratamientos Predefinidos
294,1,2,0,Tratamientos Predefinidos
295,1,1,0,Actuaciones Predefinidas
295,1,2,0,Actuaciones Predefinidas
297,1,1,0,Bonos Predefinidos
297,1,2,0,Bonos Predefinidos
299,1,1,0,Honorarios Predefinidos
299,1,2,0,Honorarios Predefinidos
300,1,1,0,Suplidos Predefinidos
300,1,2,0,Suplidos Predefinidos
303,1,1,0,Gastos Predefinidos
303,1,2,0,Gastos Predefinidos
304,1,1,0,CRM-Presupuestos Predefinidos
304,1,2,0,Oportunidades Predefinidas
313,1,1,0,Vencimientos Predefinidos
313,1,2,0,Vencimientos Predefinidos
314,1,1,0,Ramos Predefinidos
314,1,2,0,Ramos Predefinidos
315,1,1,0,Vacunas Predefinidas
315,1,2,0,Vacunas Predefinidas
319,1,1,0,Plantillas de Word
319,1,2,0,Plantillas de Word
320,1,1,0,Plantillas de Correo
320,1,2,0,Plantillas de Correo
321,1,1,0,Plantillas de Whatsapp / SMS
321,1,2,0,Plantillas de Whatsapp / SMS
322,1,1,0,Plantillas de Notas
322,1,2,0,Plantillas de Notas
323,1,1,0,Plantillas de Doc. MN
323,1,2,0,Plantillas de Doc. MN
324,1,1,0,Plantillas Predefinidas
324,1,2,0,Plantillas Predefinidas
325,1,1,0,Datos Usuario / Trabajador
325,1,2,0,Datos Usuario / Trabajador
326,1,1,0,Permisos  Usuarios / Trabajadores
326,1,2,0,Permisos  Usuarios / Trabajadores
327,1,1,0,Cambiar de Usuario / Trabajador Activo
327,1,2,0,Cambiar de Usuario / Trabajador Activo
328,1,1,0,Niveles de Seguridad
328,1,2,0,Niveles Privacidad Fichas
351,1,1,0,Facturación
351,1,2,0,Facturación
352,1,1,0,Tesorería
352,1,2,0,Tesorería
353,1,1,0,Time Report
353,1,2,0,Time Report
355,1,1,0,Informes
355,1,2,0,Informes
356,1,1,1,Agenda
356,1,2,1,Agenda
357,1,1,0,Control de Medicación
357,1,2,0,Control de Medicación
358,1,1,0,Backup Cloud
358,1,2,0,Backup Cloud
359,1,1,0,Escáner
359,1,2,0,Escáner
360,1,1,0,Calendario Web (Acceso Profesores)
360,1,2,0,Calendario Web (Acceso Profesores)
361,1,1,0,Enviar Enlace
361,1,2,0,Enviar Enlace
362,1,1,0,Correo
362,1,2,0,Correo
363,1,1,0,WhatsApp
363,1,2,0,WhatsApp
364,1,1,0,Cuentas
364,1,2,0,Cuentas
366,1,1,0,Balances P.G.C. Antiguo
366,1,2,0,Balances P.G.C. Antiguo
367,1,1,0,Cierre/Apertura Ejercicio
367,1,2,0,Cierre/Apertura Ejercicio
368,1,1,0,Asientos Predefinidos
368,1,2,0,Asientos Predefinidos
369,1,1,0,Utilidades
369,1,2,0,Utilidades
370,1,1,0,Conciliación
370,1,2,0,Conciliación
371,1,1,0,Norma 19
371,1,2,0,Norma 19
372,1,1,0,Norma 43
372,1,2,0,Norma 43
373,1,1,0,Formación Bonificada
373,1,2,0,Formación Bonificada
374,1,1,0,Recetas Médicas
374,1,2,0,Recetas Médicas
375,1,1,0,Cuentas
375,1,2,0,Cuentas
376,1,1,0,Estructura PGC
376,1,2,0,Estructura PGC
377,1,1,0,Config. Cuentas
377,1,2,0,Config. Cuentas
378,1,1,0,Tipos de Iva/Igic
378,1,2,0,Tipos de Iva/Igic
379,1,1,0,Tipos de I.R.P.F.
379,1,2,0,Tipos de I.R.P.F.
380,1,1,0,Equivalencias P.G.C. 2008
380,1,2,0,Equivalencias P.G.C. 2008
381,1,1,0,Traspaso Cuentas P.G.C. 2008
381,1,2,0,Traspaso Cuentas P.G.C. 2008
382,1,1,0,Balance de Situación
382,1,2,0,Balance de Situación
383,1,1,0,Balance Sumas y Saldos
383,1,2,0,Balance Sumas y Saldos
384,1,1,0,Pérdidas y Ganancias
384,1,2,0,Pérdidas y Ganancias
385,1,1,0,Cierre Ejercicio
385,1,2,0,Cierre Ejercicio
386,1,1,0,Invertir Cierre
386,1,2,0,Invertir Cierre
387,1,1,0,Generar Asiento Apertura
387,1,2,0,Generar Asiento Apertura
388,1,1,0,Invertir Apertura
388,1,2,0,Invertir Apertura
389,1,1,0,Importar Cuentas
389,1,2,0,Importar Cuentas
390,1,1,0,Gastos/Ingresos
390,1,2,0,Gastos/Ingresos
391,1,1,0,Nóminas
391,1,2,0,Nóminas
392,1,1,0,Pago Seguros Sociales
392,1,2,0,Pago Seguros Sociales
393,1,1,0,Devengo Seguros Sociales
393,1,2,0,Devengo Seguros Sociales
394,1,1,0,Importación Contaplus
394,1,2,0,Importación Contaplus
395,1,1,0,Actualizar %IVA
395,1,2,0,Actualizar %IVA
396,1,1,0,Actualizar %IRPF
396,1,2,0,Actualizar %IRPF
400,1,1,0,Actualizar Marca de Saldo
400,1,2,0,Actualizar Marca de Saldo
401,1,1,0,Eliminar Facturas Desvincular Cobros
401,1,2,0,Eliminar Facturas Desvincular Cobros
402,1,1,0,Eliminar duplicados de cobros de remesas
402,1,2,0,Eliminar duplicados de cobros de remesas
403,1,1,0,Expedientes Predefinidos
403,1,2,0,Expedientes Predefinidos
404,1,1,0,Generar XML
404,1,2,0,Generar XML
405,1,1,0,Acciones Formativas
405,1,2,0,Acciones Formativas
406,1,1,0,Inicio Curso
406,1,2,0,Inicio Curso
407,1,1,0,Fin Curso
407,1,2,0,Fin Curso
413,1,1,0,Odontograma
413,1,2,0,Odontograma
414,1,1,0,Control de Tratamientos
414,1,2,0,Control de Tratamientos
416,1,1,0,Control de Bonos
416,1,2,0,Control de Bonos
417,1,1,0,Remesas
417,1,2,0,Remesas
418,1,1,0,Utilidades
418,1,2,0,Utilidades
419,1,1,0,Arqueo de Caja
419,1,2,0,Arqueo de Caja
422,1,1,0,Plan Individual
422,1,2,0,Plan Individual
423,1,1,0,Control de Obligaciones
423,1,2,0,Control de Obligaciones
424,1,1,0,Calificaciones
424,1,2,0,Calificaciones
425,1,1,0,Cursos
425,1,2,0,Cursos
426,1,1,0,Alumnos
426,1,2,0,Alumnos
428,1,1,0,Libros
428,1,2,0,Libros
429,1,1,0,Enviar Enlace de Reserva
429,1,2,0,Enviar Enlace de Reserva
430,1,1,0,Correo
430,1,2,0,Correo
431,1,1,0,WhatsApp
431,1,2,0,WhatsApp
432,1,1,0,Lexnet
432,1,2,0,Lexnet
433,1,1,0,Historial de Fichajes
433,1,2,0,Historial de Fichajes
434,1,1,0,Libros/Modelos AEAT
434,1,2,0,Libros/Modelos AEAT
435,1,1,0,Cobros a Aseguradora
435,1,2,0,Cobros a Aseguradora
436,1,1,0,Bienes Inversión/Amortizaciones
436,1,2,0,Bienes Inversión/Amortizaciones
438,1,1,0,Libro de IVA por Tipo de Operación
438,1,2,0,Libro de IVA por Tipo de Operación
442,1,1,0,Nuevos Libros/Modelos AEAT
442,1,2,0,Nuevos Libros/Modelos AEAT
443,1,1,0,Modelos
443,1,2,0,Modelos
444,1,1,0,Libros
444,1,2,0,Libros
445,1,1,0,Libro de Provisiones y Suplidos
445,1,2,0,Libro de Provisiones y Suplidos
446,1,1,0,Depuración
446,1,2,0,Depuración
447,1,1,0,Fusionar Fichas Duplicadas
447,1,2,0,Fusionar Fichas Duplicadas
448,1,1,0,Libro de Ingresos/Facturas Emitidas
448,1,2,0,Libro de Ingresos/Facturas Emitidas
449,1,1,0,Declaración Mod. 347
449,1,2,0,Declaración Mod. 347
450,1,1,0,Control de Asistencia
450,1,2,0,Control de Asistencia
451,1,1,0,Reserva Online
451,1,2,0,Reserva Online
452,1,1,0,Calendario Web y Asistencia
452,1,2,0,Calendario Web y Asistencia
453,1,1,0,Seguimiento
453,1,2,0,Seguimiento
454,1,1,0,Nueva Firma
454,1,2,0,Nueva Firma
455,1,1,0,Control de Firmas Electrónicas
455,1,2,0,Control de Firmas Electrónicas
456,1,1,0,Certificado Digital
456,1,2,0,Certificado Digital
457,1,1,0,Firma Wacom
457,1,2,0,Firma Wacom
458,1,1,0,Tablet/Móvil
458,1,2,0,Tablet/Móvil
459,1,1,0,MN Accept
459,1,2,0,MN Accept
460,1,1,0,Accept Adjunto por Correo
460,1,2,0,Accept Adjunto por Correo
461,1,1,0,Accept Adjunto por Whatsapp
461,1,2,0,Accept Adjunto por Whatsapp
462,1,1,0,Accept de Correo
462,1,2,0,Accept de Correo
463,1,1,0,Accept de Whatsapp
463,1,2,0,Accept de Whatsapp
464,1,1,0,Nóminas
464,1,2,0,Nóminas
465,1,1,0,Alta Nómina
465,1,2,0,Alta Nómina
466,1,1,0,Devengo Seguros Sociales
466,1,2,0,Devengo Seguros Sociales
467,1,1,0,Pagos Seguros Sociales
467,1,2,0,Pagos Seguros Sociales
468,1,1,0,Atajos Envío Correo
468,1,2,0,Atajos Envío Correo
469,1,1,0,Pruebas Médicas Predefinidas
469,1,2,0,Pruebas Médicas Predefinidas
476,1,1,0,Todos los CMI
476,1,2,0,Todos los CMI
477,1,1,0,Generar Cobros (Servicios Contratados)
477,1,2,0,Generar Cobros (Servicios Contratados)
480,1,1,0,Reserva de Cita
480,1,2,0,Reserva de Agenda
481,1,1,0,Reserva de Clases
481,1,2,0,Reserva de Clases
482,1,1,0,Configurar Web
482,1,2,0,Configurar Web
483,1,1,0,Enviar Enlace
483,1,2,0,Enviar Enlace
484,1,1,0,Correo
484,1,2,0,Correo
485,1,1,0,WhatsApp
485,1,2,0,WhatsApp
486,1,1,0,Reserva de Cursos
486,1,2,0,Reserva de Cursos
487,1,1,0,Configurar Web
487,1,2,0,Configurar Web
488,1,1,0,Enviar Enlace
488,1,2,0,Enviar Enlace
489,1,1,0,Correo
489,1,2,0,Correo
490,1,1,0,WhatsApp
490,1,2,0,WhatsApp
491,1,1,0,Reserva de Materiales/Recursos
491,1,2,0,Reserva de Tareas
492,1,1,0,Configurar Web
492,1,2,0,Configurar Web
493,1,1,0,Enviar Enlace
493,1,2,0,Enviar Enlace
494,1,1,0,Correo
494,1,2,0,Correo
495,1,1,0,WhatsApp
495,1,2,0,WhatsApp
497,1,1,0,Enlaces Externos
497,1,2,0,Enlaces Externos
498,1,1,0,Configurar
498,1,2,0,Configurar
500,1,1,0,Configurar Niveles
500,1,2,0,Configurar Niveles
501,1,1,0,Desbloquear Niveles
501,1,2,0,Desbloquear Niveles
503,1,1,0,Tareas Predefinidas
503,1,2,0,Tareas Predefinidas
504,1,1,0,Pedidos Predefinidos
504,1,2,0,Pedidos Predefinidos
508,1,1,0,Enviar MN Accept
508,1,2,0,Enviar MN Accept
509,1,1,0,Control de MN Accept
509,1,2,0,Control de MN Accept
510,1,1,0,Permisos
510,1,2,0,Permisos
511,1,1,0,Niveles de Seguridad
511,1,2,0,Niveles de Seguridad
512,1,1,0,Configurar
512,1,2,0,Configurar
513,1,1,0,Modelo 347
513,1,2,0,Modelo 347
515,1,1,0,Modelo 696
515,1,2,0,Modelo 696
516,1,1,0,Modelo 111
516,1,2,0,Modelo 111
517,1,1,0,Modelo 115
517,1,2,0,Modelo 115
518,1,1,0,Atajos Envío Whatsapp
518,1,2,0,Atajos Envío Whatsapp
519,1,1,0,Atajos Imprimir Plantilla
519,1,2,0,Atajos Imprimir Plantilla
520,1,1,0,Gestión de Accesos
520,1,2,0,Gestión de Accesos
521,1,1,0,Operadores
521,1,2,0,Usuarios
525,1,1,0,Modelo 130
525,1,2,0,Modelo 130
526,1,1,0,Modelo 180
526,1,2,0,Modelo 180
527,1,1,0,Modelo 303
527,1,2,0,Modelo 303
528,1,1,0,Modelo 349
528,1,2,0,Modelo 349
529,1,1,0,Formularios de Registro
529,1,2,0,Formularios de Registro
530,1,1,0,Formularios de Solicitud de Información
530,1,2,0,Formularios de Solicitud de Información
531,1,1,0,Formularios de Venta
531,1,2,0,Formularios de Venta
532,1,1,0,Configurar
532,1,2,0,Formularios de Solicitud de Información
533,1,1,0,Enviar Enlace
533,1,2,0,Enviar Enlace
534,1,1,0,Correo
534,1,2,0,Correo
535,1,1,0,WhatsApp
535,1,2,0,WhatsApp
536,1,1,0,Configurar
536,1,2,0,Formularios de Venta
537,1,1,0,Enviar Enlace
537,1,2,0,Enviar Enlace
538,1,1,0,Correo
538,1,2,0,Correo
539,1,1,0,WhatsApp
539,1,2,0,WhatsApp
540,1,1,0,Atajos RPA
540,1,2,0,Atajos RPA
541,1,1,0,RPA Adjuntos
541,1,2,0,RPA Adjuntos
542,1,1,0,Capturar Adjuntos
542,1,2,0,Capturar Adjuntos
543,1,1,0,Configurar Envíos Correo
543,1,2,0,Configuraciones
544,1,1,0,Facturación Recibida BETA
544,1,2,0,Facturación Recibida BETA
545,1,1,0,Facturas Recibidas
545,1,2,0,Facturas Recibidas
