idAcceso,numEmpresa,orden,visible,texto,idGrupo
223,2,92,0,IRPF - Nóminas - Rendimientos en Especie,
224,1,0,0,Diario,
224,2,0,0,Diario,
225,1,0,0,Listado del Diario,
225,2,0,0,Listado del Diario,
226,1,0,0,Balance de Situación,
226,2,0,0,Balance de Situación,
227,1,0,0,Balance Sumas y Saldos,
227,2,0,0,Balance Sumas y Saldos,
228,1,0,0,Resumen Sumas y Saldos Anual ,
228,2,0,0,Resumen Sumas y Saldos Anual ,
229,1,0,0,Pérdidas y Ganancias,
229,2,0,0,Pérdidas y Ganancias,
230,1,0,0,Estado de Cambios En el Patrimonio Neto,
230,2,0,0,Estado de Cambios En el Patrimonio Neto,
232,1,0,0,Modelo 111,
232,2,0,0,Modelo 111,
233,1,0,0,Modelo 115,
233,2,0,0,Modelo 115,
234,1,0,0,Modelo 130,
234,2,0,0,Modelo 130,
235,1,0,0,Modelo 180,
235,2,0,0,Modelo 180,
236,1,0,0,Modelo 303,
236,2,0,0,Modelo 303,
237,1,0,0,Modelo 347,
237,2,0,0,Modelo 347,
238,1,0,0,Modelo 696,
238,2,0,0,Modelo 696,
239,1,93,0,Formularios Según Facturación,
239,2,93,0,Formularios Según Facturación,
240,1,94,0,Modelo 111,
240,2,94,0,Modelo 111,
241,1,95,0,Modelo 115,
241,2,95,0,Modelo 115,
242,1,96,0,Modelo 130,
242,2,96,0,Modelo 130,
243,1,97,0,Modelo 180,
243,2,97,0,Modelo 180,
244,1,0,0,Modelo 233,
244,2,0,0,Modelo 233,
245,1,98,0,Modelo 303,
245,2,98,0,Modelo 303,
246,1,99,0,Modelo 347,
246,2,99,0,Modelo 347,
247,1,100,0,Modelo 696,
247,2,100,0,Modelo 696,
248,1,0,0,Chequeo Asientos Descuadrados,
248,2,0,0,Chequeo Asientos Descuadrados,
249,1,0,0,Chequeo Asientos con descuadres inferior a 1 euro,
249,2,0,0,Chequeo Asientos con descuadres inferior a 1 euro,
250,1,0,0,Chequeo Cuentas no Existen en Balances,
250,2,0,0,Chequeo Cuentas no Existen en Balances,
251,1,0,0,Chequeo Cuentas Erróneas,
251,2,0,0,Chequeo Cuentas Erróneas,
252,1,0,0,Chequeo Contabilizado/Pendiente Contabilizar,
252,2,0,0,Chequeo Contabilizado/Pendiente Contabilizar,
253,1,0,0,Chequeo Cuentas IVA/IRPF,
253,2,0,0,Chequeo Cuentas IVA/IRPF,
254,1,0,0,Números no correlativos en Facturas Emitidas,
254,2,0,0,Números no correlativos en Facturas Emitidas,
255,1,0,0,Fechas no correlativas en Facturas Emitidas,
255,2,0,0,Fechas no correlativas en Facturas Emitidas,
256,1,0,0,Chequeo cuentas en Facturas Emitidas y Recibidas,
256,2,0,0,Chequeo cuentas en Facturas Emitidas y Recibidas,
257,1,0,0,Chequeo NIF y cuentas contables no coinciden entre factura y diario,
257,2,0,0,Chequeo NIF y cuentas contables no coinciden entre factura y diario,
258,1,0,0,Chequeo asientos que no tiene cubierta la contrapartida,
258,2,0,0,Chequeo asientos que no tiene cubierta la contrapartida,
259,1,0,0,Chequeo descuadres ente cuota iva y base imponible de facturas y diario,
259,2,0,0,Chequeo descuadres ente cuota iva y base imponible de facturas y diario,
260,1,0,0,Chequeo descuadres entre los totales de la factura emitida y los totales de los conceptos,
260,2,0,0,Chequeo descuadres entre los totales de la factura emitida y los totales de los conceptos,
268,1,101,0,Control de Recordatorios Automáticos,
268,2,101,0,Control de Recordatorios Automáticos,
272,1,102,0,Configuración de Cuentas,
272,2,102,0,Configuración de Cuentas,
273,1,103,0,SMS,
273,2,103,0,SMS,
274,1,104,0,Correo,
274,2,104,0,Correo,
283,1,105,0,Gestión de Acceso de Trabajadores,
283,2,105,0,Gestión de Acceso de Trabajadores,
284,1,106,0,Gestión de Acceso de Clientes,
284,2,106,0,Gestión de Acceso de Clientes,
285,1,0,0,Gestión de Boletines Informativos,
285,2,0,0,Gestión de Boletines Informativos,
286,1,0,0,Gestión de Documentos de Clientes,
286,2,0,0,Gestión de Documentos de Clientes,
288,1,107,0,Centros,
288,2,107,0,Centros,
289,1,108,0,Expedientes Predefinidos,
289,2,108,0,Expedientes Predefinidos,
292,1,0,0,Asuntos Predefinidos,
292,2,0,0,Asuntos Predefinidos,
293,1,0,0,Procedimientos Predefinidos,
293,2,0,0,Procedimientos Predefinidos,
294,1,0,0,Tratamientos Predefinidos,
294,2,0,0,Tratamientos Predefinidos,
295,1,109,0,Actuaciones Predefinidas,
295,2,109,0,Actuaciones Predefinidas,
297,1,110,0,Bonos Predefinidos,
297,2,110,0,Bonos Predefinidos,
299,1,0,0,Honorarios Predefinidos,
299,2,0,0,Honorarios Predefinidos,
300,1,0,0,Suplidos Predefinidos,
300,2,0,0,Suplidos Predefinidos,
303,1,112,0,Gastos Predefinidos,
303,2,112,0,Gastos Predefinidos,
304,1,113,0,Oportunidades Predefinidas,
304,2,113,0,Oportunidades Predefinidas,
313,1,0,0,Vencimientos Predefinidos,
313,2,0,0,Vencimientos Predefinidos,
314,1,0,0,Ramos Predefinidos,
314,2,0,0,Ramos Predefinidos,
315,1,114,0,Vacunas Predefinidas,
315,2,114,0,Vacunas Predefinidas,
319,1,117,0,Plantillas de Word,
319,2,117,0,Plantillas de Word,
320,1,118,0,Plantillas de Correo,
320,2,118,0,Plantillas de Correo,
321,1,119,0,Plantillas de Whatsapp / SMS,
321,2,119,0,Plantillas de Whatsapp / SMS,
322,1,120,0,Plantillas de Notas,
322,2,120,0,Plantillas de Notas,
323,1,0,0,Plantillas de Doc. MN,
323,2,0,0,Plantillas de Doc. MN,
324,1,98,0,Plantillas Predefinidas,
324,2,98,0,Plantillas Predefinidas,
325,1,121,0,Datos Usuario / Trabajador,
325,2,121,0,Datos Usuario / Trabajador,
326,1,122,0,Permisos  Usuarios / Trabajadores,
326,2,122,0,Permisos  Usuarios / Trabajadores,
327,1,123,0,Cambiar de Usuario / Trabajador Activo,
327,2,123,0,Cambiar de Usuario / Trabajador Activo,
328,1,124,0,Niveles Privacidad Fichas,
328,2,124,0,Niveles Privacidad Fichas,
351,1,125,0,Facturación,
351,2,125,0,Facturación,
352,1,126,0,Tesorería,
352,2,126,0,Tesorería,
353,1,0,0,Time Report,
353,2,0,0,Time Report,
355,1,0,0,Informes,
355,2,0,0,Informes,
356,1,3,1,Agenda,
356,2,3,1,Agenda,
357,1,0,0,Control de Medicación,
357,2,0,0,Control de Medicación,
358,1,127,0,Backup Cloud,
358,2,127,0,Backup Cloud,
359,1,0,0,Escáner,
359,2,0,0,Escáner,
360,1,0,0,Calendario Web (Acceso Profesores),
360,2,0,0,Calendario Web (Acceso Profesores),
361,1,128,0,Enviar Enlace,
361,2,128,0,Enviar Enlace,
362,1,129,0,Correo,
362,2,129,0,Correo,
363,1,130,0,WhatsApp,
363,2,130,0,WhatsApp,
364,1,131,0,Cuentas,
364,2,131,0,Cuentas,
366,1,132,0,Balances P.G.C. Antiguo,
366,2,132,0,Balances P.G.C. Antiguo,
367,1,133,0,Cierre/Apertura Ejercicio,
367,2,133,0,Cierre/Apertura Ejercicio,
368,1,134,0,Asientos Predefinidos,
368,2,134,0,Asientos Predefinidos,
369,1,135,0,Utilidades,
369,2,135,0,Utilidades,
370,1,136,0,Conciliación,
370,2,136,0,Conciliación,
371,1,0,0,Norma 19,
371,2,0,0,Norma 19,
372,1,0,0,Norma 43,
372,2,0,0,Norma 43,
373,1,0,0,Formación Bonificada,
373,2,0,0,Formación Bonificada,
374,1,137,0,Recetas Médicas,
374,2,137,0,Recetas Médicas,
375,1,0,0,Cuentas,
375,2,0,0,Cuentas,
376,1,0,0,Estructura PGC,
376,2,0,0,Estructura PGC,
377,1,0,0,Config. Cuentas,
377,2,0,0,Config. Cuentas,
378,1,0,0,Tipos de Iva/Igic,
378,2,0,0,Tipos de Iva/Igic,
379,1,0,0,Tipos de I.R.P.F.,
379,2,0,0,Tipos de I.R.P.F.,
380,1,0,0,Equivalencias P.G.C. 2008,
380,2,0,0,Equivalencias P.G.C. 2008,
381,1,0,0,Traspaso Cuentas P.G.C. 2008,
381,2,0,0,Traspaso Cuentas P.G.C. 2008,
382,1,0,0,Balance de Situación,
382,2,0,0,Balance de Situación,
383,1,0,0,Balance Sumas y Saldos,
383,2,0,0,Balance Sumas y Saldos,
384,1,0,0,Pérdidas y Ganancias,
384,2,0,0,Pérdidas y Ganancias,
385,1,0,0,Cierre Ejercicio,
385,2,0,0,Cierre Ejercicio,
386,1,0,0,Invertir Cierre,
386,2,0,0,Invertir Cierre,
387,1,0,0,Generar Asiento Apertura,
387,2,0,0,Generar Asiento Apertura,
388,1,0,0,Invertir Apertura,
388,2,0,0,Invertir Apertura,
389,1,0,0,Importar Cuentas,
389,2,0,0,Importar Cuentas,
390,1,0,0,Gastos/Ingresos,
390,2,0,0,Gastos/Ingresos,
391,1,0,0,Nóminas,
391,2,0,0,Nóminas,
392,1,0,0,Pago Seguros Sociales,
392,2,0,0,Pago Seguros Sociales,
393,1,0,0,Devengo Seguros Sociales,
393,2,0,0,Devengo Seguros Sociales,
394,1,0,0,Importación Contaplus,
394,2,0,0,Importación Contaplus,
395,1,0,0,Actualizar %IVA,
395,2,0,0,Actualizar %IVA,
396,1,0,0,Actualizar %IRPF,
396,2,0,0,Actualizar %IRPF,
400,1,0,0,Actualizar Marca de Saldo,
400,2,0,0,Actualizar Marca de Saldo,
401,1,0,0,Eliminar Facturas Desvincular Cobros,
401,2,0,0,Eliminar Facturas Desvincular Cobros,
402,1,0,0,Eliminar duplicados de cobros de remesas,
402,2,0,0,Eliminar duplicados de cobros de remesas,
403,1,0,0,Expedientes Predefinidos,
403,2,0,0,Expedientes Predefinidos,
404,1,0,0,Generar XML,
404,2,0,0,Generar XML,
405,1,0,0,Acciones Formativas,
405,2,0,0,Acciones Formativas,
406,1,0,0,Inicio Curso,
406,2,0,0,Inicio Curso,
407,1,0,0,Fin Curso,
407,2,0,0,Fin Curso,
413,1,0,0,Odontograma,
413,2,0,0,Odontograma,
414,1,0,0,Control de Tratamientos,
414,2,0,0,Control de Tratamientos,
416,1,142,0,Control de Bonos,
416,2,142,0,Control de Bonos,
417,1,143,0,Remesas,
417,2,143,0,Remesas,
418,1,0,0,Utilidades,
418,2,0,0,Utilidades,
419,1,144,0,Arqueo de Caja,
419,2,144,0,Arqueo de Caja,
422,1,0,0,Plan Individual,
422,2,0,0,Plan Individual,
423,1,0,0,Control de Obligaciones,
423,2,0,0,Control de Obligaciones,
424,1,0,0,Calificaciones,
424,2,0,0,Calificaciones,
425,1,149,0,Cursos,
425,2,149,0,Cursos,
426,1,150,0,Alumnos,
426,2,150,0,Alumnos,
428,1,145,0,Libros,
428,2,145,0,Libros,
429,1,116,0,Enviar Enlace de Reserva,
429,2,116,0,Enviar Enlace de Reserva,
430,1,117,0,Correo,
430,2,117,0,Correo,
431,1,118,0,WhatsApp,
431,2,118,0,WhatsApp,
432,1,0,0,Lexnet,
432,2,0,0,Lexnet,
433,1,146,0,Historial de Fichajes,
433,2,2,1,Historial de Fichajes,62
434,1,187,0,Libros/Modelos AEAT,
434,2,187,0,Libros/Modelos AEAT,
435,1,151,0,Cobros a Aseguradora,
435,2,151,0,Cobros a Aseguradora,
436,1,0,0,Bienes Inversión/Amortizaciones,
436,2,0,0,Bienes Inversión/Amortizaciones,
438,1,0,0,Libro de IVA por Tipo de Operación,
438,2,0,0,Libro de IVA por Tipo de Operación,
442,1,152,0,Nuevos Libros/Modelos AEAT,
442,2,152,0,Nuevos Libros/Modelos AEAT,
443,1,153,0,Modelos,
443,2,153,0,Modelos,
444,1,0,0,Libros,
444,2,0,0,Libros,
445,1,0,0,Libro de Provisiones y Suplidos,
445,2,0,0,Libro de Provisiones y Suplidos,
446,1,154,0,Depuración,
446,2,154,0,Depuración,
447,1,155,0,Fusionar Fichas Duplicadas,
447,2,155,0,Fusionar Fichas Duplicadas,
448,1,156,0,Libro de Ingresos/Facturas Emitidas,
448,2,156,0,Libro de Ingresos/Facturas Emitidas,
450,1,157,0,Control de Asistencia,
450,2,157,0,Control de Asistencia,
451,1,158,0,Reserva Online,
451,2,158,0,Reserva Online,
452,1,0,0,Calendario Web y Asistencia,
452,2,0,0,Calendario Web y Asistencia,
453,1,0,0,Seguimiento,
453,2,0,0,Seguimiento,
454,1,159,0,Nueva Firma,
454,2,159,0,Nueva Firma,
455,1,160,0,Control de Firmas Electrónicas,
455,2,160,0,Control de Firmas Electrónicas,
456,1,161,0,Certificado Digital,
456,2,161,0,Certificado Digital,
457,1,162,0,Firma Wacom,
457,2,162,0,Firma Wacom,
458,1,163,0,Tablet/Móvil,
458,2,163,0,Tablet/Móvil,
459,1,164,0,MN Accept,
459,2,164,0,MN Accept,
460,1,165,0,Accept Adjunto por Correo,
460,2,165,0,Accept Adjunto por Correo,
461,1,166,0,Accept Adjunto por Whatsapp,
461,2,166,0,Accept Adjunto por Whatsapp,
462,1,167,0,Accept de Correo,
462,2,167,0,Accept de Correo,
463,1,168,0,Accept de Whatsapp,
463,2,168,0,Accept de Whatsapp,
464,1,0,0,Nóminas,
464,2,0,0,Nóminas,
465,1,0,0,Alta Nómina,
465,2,0,0,Alta Nómina,
466,1,0,0,Devengo Seguros Sociales,
466,2,0,0,Devengo Seguros Sociales,
467,1,0,0,Pagos Seguros Sociales,
467,2,0,0,Pagos Seguros Sociales,
468,1,0,0,Atajos Envío Correo,
468,2,0,0,Atajos Envío Correo,
469,1,169,0,Pruebas Médicas Predefinidas,
469,2,169,0,Pruebas Médicas Predefinidas,
476,1,172,0,Todos los CMI,
476,2,172,0,Todos los CMI,
477,1,0,0,Generar Cobros (Igualas (Servicios)),
477,2,0,0,Generar Cobros (Igualas (Servicios)),
480,1,0,0,Reserva de Cita,
480,2,0,0,Reserva de Cita,
481,1,0,0,Reserva de Clases,
481,2,0,0,Reserva de Clases,
482,1,0,0,Configurar Web,
482,2,0,0,Configurar Web,
483,1,0,0,Enviar Enlace,
483,2,0,0,Enviar Enlace,
484,1,0,0,Correo,
484,2,0,0,Correo,
485,1,0,0,WhatsApp,
485,2,0,0,WhatsApp,
486,1,0,0,Reserva de Cursos,
486,2,0,0,Reserva de Cursos,
487,1,0,0,Configurar Web,
487,2,0,0,Configurar Web,
488,1,0,0,Enviar Enlace,
488,2,0,0,Enviar Enlace,
489,1,0,0,Correo,
489,2,0,0,Correo,
490,1,0,0,WhatsApp,
490,2,0,0,WhatsApp,
491,1,0,0,Reserva de Materiales/Recursos,
491,2,0,0,Reserva de Materiales/Recursos,
492,1,0,0,Configurar Web,
492,2,0,0,Configurar Web,
493,1,0,0,Enviar Enlace,
493,2,0,0,Enviar Enlace,
494,1,0,0,Correo,
494,2,0,0,Correo,
495,1,0,0,WhatsApp,
495,2,0,0,WhatsApp,
497,1,173,0,Enlaces Externos,
497,2,173,0,Enlaces Externos,
498,1,174,0,Configurar,
498,2,174,0,Configurar,
500,1,175,0,Configurar Niveles,
500,2,175,0,Configurar Niveles,
501,1,176,0,Desbloquear Niveles,
501,2,176,0,Desbloquear Niveles,
503,1,0,0,Tareas Predefinidas,
503,2,0,0,Tareas Predefinidas,
504,1,178,0,Pedidos Predefinidos,
504,2,178,0,Pedidos Predefinidos,
508,1,181,0,Enviar MN Accept,
508,2,181,0,Enviar MN Accept,
509,1,182,0,Control de MN Accept,
509,2,182,0,Control de MN Accept,
510,1,183,0,Permisos,
510,2,183,0,Permisos,
511,1,184,0,Niveles de Seguridad,
511,2,184,0,Niveles de Seguridad,
512,1,0,0,Configurar,
512,2,0,0,Configurar,
513,1,185,0,Modelo 347,
513,2,185,0,Modelo 347,
1170,2,4,1,Configuraciones,62
