idCampo,codigo,valor,codigo2,id
623,81,Sí,,185
624,81,No,,186
623,82,Sí,,187
624,82,No,,188
623,83,Sí,,189
624,83,No,,190
622,84,Docente,,191
623,84,Sí,,192
624,84,No,,193
622,85,Electricista,,194
623,85,Sí,,195
624,85,No,,196
623,86,Sí,,197
624,86,No,,198
623,87,Sí,,199
624,87,No,,200
622,88,Profesor de automoción,,201
623,88,Sí,,202
624,88,No,,203
622,89,trabaja con ordenador,,204
623,89,Sí,,205
624,89,No,,206
623,90,Sí,,207
624,90,No,,208
623,91,No,,209
624,91,No,,210
622,92,Maestro,,211
623,92,No,,212
624,92,No,,213
622,93,"tecnico de teatro, espectaculos",,214
623,93,No,,215
624,93,No,,216
622,94,Chofer,,217
623,94,No,,218
624,94,No,,219
623,95,No,,220
624,95,No,,221
623,96,Sí,,222
624,96,No,,223
622,97,Frigorista,,224
623,97,Sí,,225
624,97,Sí,,226
623,98,Sí,,227
624,98,No,,228
622,99,PT,,229
623,99,Sí,,230
624,99,No,,231
622,100,Enseñanza,,232
623,100,Sí,,233
624,100,No,,234
623,101,Sí,,235
624,101,No,,236
623,102,Sí,,237
624,102,No,,238
622,103,tapicero y toldista,,239
623,103,Sí,,240
624,103,No,,241
623,104,Sí,,242
624,104,No,,243
622,105,Administrativa,,244
623,105,No,,245
624,105,No,,246
623,106,Sí,,247
624,106,No,,248
622,107,Contable,,249
623,107,No,,250
624,107,No,,251
622,108,administrativa y educadora infantil,,252
623,108,Sí,,253
624,108,No,,254
622,109,policia local,,255
623,109,Sí,,256
624,109,No,,257
623,110,No,,258
624,110,Sí,,259
623,111,Sí,,260
624,111,No,,261
622,112,estudiantes,,262
623,112,Sí,,263
624,112,No,,264
623,113,Sí,,265
624,113,No,,266
622,114,farmaceutica,,267
623,114,Sí,,268
624,114,No,,269
623,115,Sí,,270
624,115,No,,271
623,116,Sí,,272
624,116,No,,273
623,117,Sí,,274
624,117,No,,275
623,118,Sí,,276
624,118,Sí,,277
623,119,Sí,,278
624,119,No,,279
623,120,Sí,,280
624,120,No,,281
623,121,Sí,,282
624,121,No,,283
623,122,Sí,,284
624,122,No,,285
622,123,Trabaja en Herbalife,,286
623,123,Sí,,287
624,123,No,,288
623,124,Sí,,289
624,124,No,,290
623,125,No,,291
624,125,No,,292
622,126,Monitora de comedor,,293
623,126,No,,294
624,126,Sí,,295
623,127,Sí,,296
624,127,No,,297
623,128,No,,298
624,128,No,,299
623,129,Sí,,300
624,129,No,,301
623,130,Sí,,302
624,130,No,,303
623,131,Sí,,304
624,131,No,,305
622,132,profesora,,306
623,132,Sí,,307
624,132,No,,308
623,133,Sí,,309
624,133,No,,310
623,134,Sí,,311
624,134,No,,312
623,135,Sí,,313
624,135,No,,314
622,136,Papelería,,315
623,136,Sí,,316
624,136,No,,317
622,137,comercial,,318
623,137,No,,319
624,137,No,,320
623,138,No,,321
624,138,No,,322
623,139,Sí,,323
624,139,No,,324
622,140,operaria en helados Estiu,,325
623,140,Sí,,326
624,140,No,,327
623,141,Sí,,328
624,141,No,,329
622,142,Electricista,,330
623,142,Sí,,331
624,142,No,,332
623,143,Sí,,333
624,143,No,,334
623,144,Sí,,335
624,144,No,,336
623,145,Sí,,337
624,145,No,,338
623,146,Sí,,339
624,146,No,,340
623,147,Sí,,341
624,147,No,,342
623,148,Sí,,343
624,148,No,,344
623,149,Sí,,345
624,149,No,,346
623,150,Sí,,347
624,150,No,,348
623,151,Sí,,349
624,151,No,,350
623,152,Sí,,351
624,152,No,,352
623,153,Sí,,353
624,153,No,,354
623,154,Sí,,355
624,154,No,,356
623,155,Sí,,357
624,155,No,,358
623,156,Sí,,359
624,156,No,,360
623,157,Sí,,361
624,157,No,,362
622,158,Oficina,,363
623,158,Sí,,364
624,158,No,,365
623,159,Sí,,366
624,159,No,,367
622,160,Oficina,,368
623,160,Sí,,369
624,160,No,,370
622,161,Estudiante programación,,371
623,161,Sí,,372
624,161,No,,373
623,162,Sí,,374
624,162,No,,375
622,163,Mozo de almacen,,376
623,163,No,,377
624,163,No,,378
623,164,Sí,,379
624,164,No,,380
623,165,Sí,,381
624,165,No,,382
622,166,encargada del mantenimiento en un instituto,,383
623,166,Sí,,384
624,166,No,,385
622,167,Albañil,,386
623,167,Sí,,387
624,167,No,,388
622,168,Con el ordenador,,389
623,168,Sí,,390
624,168,No,,391
622,169,Jubilado,,392
623,169,Sí,,393
624,169,No,,394
623,170,Sí,,395
624,170,No,,396
622,171,Helados Estiu,,397
623,171,Sí,,398
624,171,No,,399
622,172,monitora,,400
623,172,No,,401
624,172,Sí,,402
622,173,Escuela infanti,,403
623,173,Sí,,404
624,173,No,,405
622,174,Peluquera,,406
623,174,Sí,,407
624,174,No,,408
623,175,Sí,,409
624,175,No,,410
623,176,Sí,,411
624,176,No,,412
622,177,Limpieza,,413
623,177,Sí,,414
624,177,No,,415
623,178,Sí,,416
624,178,No,,417
623,179,Sí,,418
624,179,No,,419
623,180,Sí,,420
624,180,No,,421
622,181,estudiante,,422
623,181,Sí,,423
624,181,No,,424
623,182,Sí,,425
624,182,No,,426
622,183,Mozo de almacen,,427
623,183,Sí,,428
624,183,No,,429
623,184,Sí,,430
624,184,No,,431
623,185,No,,432
624,185,No,,433
623,186,Sí,,434
624,186,No,,435
623,187,Sí,,436
624,187,No,,437
623,188,Sí,,438
624,188,No,,439
623,189,Sí,,440
624,189,No,,441
623,190,No,,442
624,190,No,,443
623,192,Sí,,444
624,192,No,,445
622,193,Jardinero,,446
623,193,Sí,,447
624,193,No,,448
622,194,Estudiante,,449
623,194,Sí,,450
624,194,No,,451
622,195,Administrativa,,452
623,195,Sí,,453
624,195,No,,454
623,196,Sí,,455
624,196,No,,456
622,197,Ama de casa,,457
623,197,Sí,,458
624,197,No,,459
622,198,Camionero,,460
623,198,Sí,,461
624,198,No,,462
622,199,Auxiliar de enfermeria,,463
623,199,Sí,,464
624,199,No,,465
622,200,Empleada de hogar,,466
623,200,No,,467
624,200,No,,468
623,201,Sí,,469
624,201,No,,470
623,202,Sí,,471
624,202,No,,472
623,203,Sí,,473
624,203,No,,474
622,204,Educadora social,,475
623,204,Sí,,476
624,204,No,,477
622,205,Educadora social,,478
623,205,No,,479
624,205,No,,480
622,206,Estudiante,,481
623,206,Sí,,482
624,206,No,,483
622,207,Conductor de autobus,,484
623,207,Sí,,485
624,207,No,,486
623,208,Sí,,487
624,208,No,,488
623,209,Sí,,489
624,209,No,,490
623,210,Sí,,491
624,210,No,,492
623,211,Sí,,493
624,211,No,,494
622,212,Cristalero,,495
623,212,Sí,,496
624,212,No,,497
623,213,No,,498
624,213,No,,499
622,214,Carga diaria de peso,,500
623,214,Sí,,501
624,214,No,,502
622,215,Administrativa,,503
623,215,Sí,,504
624,215,No,,505
622,216,Limpiadora de casas,,506
623,216,Sí,,507
624,216,No,,508
623,217,Sí,,509
624,217,No,,510
622,218,Jubilada,,511
623,218,Sí,,512
624,218,No,,513
622,219,Estudiante,,514
623,219,Sí,,515
624,219,No,,516
622,220,Informático,,517
623,220,Sí,,518
624,220,No,,519
622,221,jubilada,,520
623,221,No,,521
624,221,No,,522
623,222,No,,523
624,222,No,,524
623,223,No,,525
624,223,No,,526
623,224,No,,527
624,224,No,,528
622,225,Jubilada,,529
623,225,No,,530
624,225,No,,531
622,226,Ama de casa,,532
623,226,No,,533
624,226,No,,534
622,227,Jubilada,,535
623,227,No,,536
624,227,No,,537
623,228,Sí,,538
624,228,No,,539
623,229,Sí,,540
624,229,No,,541
622,230,chófer/administrativo,,542
623,230,Sí,,543
624,230,No,,544
623,231,Sí,,545
624,231,No,,546
622,232,Técnico (andando por el campo),,547
623,232,Sí,,548
624,232,No,,549
623,233,Sí,,550
624,233,No,,551
623,234,Sí,,552
624,234,No,,553
623,235,Sí,,554
624,235,No,,555
623,236,Sí,,556
624,236,No,,557
623,237,Sí,,558
624,237,No,,559
623,238,Sí,,560
624,238,No,,561
623,239,Sí,,562
624,239,No,,563
622,240,PROFE DE GUARDERIA,,564
623,240,No,,565
624,240,No,,566
623,241,Sí,,567
624,241,No,,568
622,242,Auxiliar de enfermeria,,569
623,242,Sí,,570
624,242,No,,571
623,243,Sí,,572
624,243,No,,573
623,244,Sí,,574
624,244,No,,575
623,245,Sí,,576
624,245,No,,577
623,246,Sí,,578
624,246,No,,579
623,247,Sí,,580
624,247,No,,581
622,248,Almacenaje,,582
623,248,Sí,,583
624,248,No,,584
622,249,estudiante,,585
623,249,Sí,,586
624,249,No,,587
623,250,Sí,,588
624,250,No,,589
623,251,Sí,,590
624,251,No,,591
623,252,Sí,,592
624,252,No,,593
623,253,Sí,,594
624,253,No,,595
622,254,Autónomo,,596
623,254,Sí,,597
624,254,No,,598
623,255,Sí,,599
624,255,No,,600
623,256,Sí,,601
624,256,No,,602
623,257,Sí,,603
624,257,No,,604
623,258,Sí,,605
624,258,No,,606
622,259,Autonoma,,607
623,259,No,,608
624,259,No,,609
623,260,Sí,,610
624,260,No,,611
623,261,Sí,,612
624,261,No,,613
622,262,gimnasia rítmica,,614
623,262,Sí,,615
624,262,No,,616
623,263,Sí,,617
624,263,No,,618
622,264,entrenadora de gimnasia rítmica,,619
623,264,Sí,,620
624,264,No,,621
622,265,informático,,622
623,265,Sí,,623
624,265,No,,624
623,266,Sí,,625
624,266,No,,626
623,267,Sí,,627
624,267,No,,628
622,268,estudiante,,629
623,268,Sí,,630
624,268,No,,631
622,269,jubilado,,632
623,269,Sí,,633
624,269,No,,634
623,270,Sí,,635
624,270,No,,636
623,271,Sí,,637
624,271,No,,638
623,272,Sí,,639
624,272,No,,640
623,273,Sí,,641
624,273,No,,642
622,274,mantenimiento,,643
623,274,Sí,,644
624,274,No,,645
623,275,Sí,,646
624,275,No,,647
622,276,Estudiante,,648
623,276,No,,649
624,276,No,,650
622,277,estudiante,,651
623,277,Sí,,652
624,277,No,,653
623,278,Sí,,654
624,278,No,,655
623,279,Sí,,656
624,279,No,,657
622,280,Informática,,658
623,280,Sí,,659
624,280,No,,660
623,281,Sí,,661
624,281,No,,662
622,282,Educadora,,663
623,282,Sí,,664
624,282,No,,665
622,283,Fontanería,,666
623,283,Sí,,667
624,283,No,,668
622,284,biblioteca,,669
623,284,Sí,,670
624,284,No,,671
622,285,Hostelera,,672
623,285,Sí,,673
624,285,No,,674
623,286,Sí,,675
624,286,No,,676
623,287,Sí,,677
624,287,No,,678
623,288,Sí,,679
624,288,No,,680
622,289,estudiante de restauración,,681
623,289,Sí,,682
624,289,No,,683
622,290,Administrativo,,684
623,290,No,,685
624,290,No,,686
622,291,Odontóloga,,687
623,291,Sí,,688
624,291,No,,689
623,292,Sí,,690
624,292,No,,691
623,293,Sí,,692
624,293,No,,693
623,294,Sí,,694
624,294,No,,695
622,295,Psicóloga clínica e industrial,,696
623,295,Sí,,697
624,295,No,,698
623,296,Sí,,699
624,296,No,,700
623,297,Sí,,701
624,297,No,,702
623,298,Sí,,703
624,298,No,,704
622,299,Cuidadora en el comedor,,705
623,299,Sí,,706
624,299,No,,707
623,300,Sí,,708
624,300,No,,709
622,301,Administrativa,,710
623,301,Sí,,711
624,301,No,,712
623,302,Sí,,713
624,302,No,,714
623,303,Sí,,715
624,303,No,,716
623,304,Sí,,717
624,304,No,,718
623,305,Sí,,719
624,305,No,,720
622,306,clínica dental,,721
623,306,Sí,,722
624,306,No,,723
623,307,Sí,,724
624,307,No,,725
623,308,Sí,,726
624,308,No,,727
622,309,camarera chaparro,,728
623,309,No,,729
624,309,No,,730
623,310,Sí,,731
624,310,No,,732
623,311,No,,733
624,311,No,,734
623,312,Sí,,735
624,312,No,,736
622,313,camarera,,737
623,313,No,,738
624,313,No,,739
622,314,Inyección de Plástico,,740
623,314,No,,741
624,314,No,,742
623,315,Sí,,743
624,315,No,,744
623,316,Sí,,745
624,316,No,,746
623,317,Sí,,747
624,317,No,,748
623,318,Sí,,749
624,318,No,,750
623,319,Sí,,751
624,319,No,,752
623,320,Sí,,753
624,320,No,,754
622,321,montador de piezas de coche,,755
623,321,Sí,,756
624,321,No,,757
622,322,Almacen,,758
623,322,Sí,,759
624,322,No,,760
622,323,Tienda de ropa,,761
623,323,Sí,,762
624,323,No,,763
623,324,Sí,,764
624,324,No,,765
623,325,Sí,,766
624,325,No,,767
622,326,Cadena de producción,,768
623,326,Sí,,769
624,326,No,,770
622,327,Administrativa,,771
623,327,Sí,,772
624,327,No,,773
623,328,Sí,,774
624,328,No,,775
623,329,Sí,,776
624,329,No,,777
623,330,Sí,,778
624,330,No,,779
623,331,Sí,,780
624,331,No,,781
623,332,Sí,,782
624,332,No,,783
622,333,Cuidadora (de la madre),,784
623,333,Sí,,785
624,333,No,,786
623,334,Sí,,787
624,334,No,,788
623,335,No,,789
624,335,No,,790
622,336,mantenimiento de gasolineras,,791
623,336,No,,792
624,336,No,,793
622,337,Camarera de Hotel,,794
623,337,No,,795
624,337,No,,796
622,338,Jefe turno empresa plasticos,,797
623,338,No,,798
624,338,No,,799
622,339,Inversora Inmobiliaria,,800
623,339,No,,801
624,339,No,,802
622,340,Estudiante,,803
623,340,No,,804
624,340,No,,805
623,341,Sí,,806
624,341,No,,807
623,342,Sí,,808
624,342,No,,809
623,343,Sí,,810
624,343,No,,811
623,344,Sí,,812
624,344,No,,813
623,345,Sí,,814
624,345,No,,815
622,346,Limpiadora de casas,,816
623,346,Sí,,817
624,346,No,,818
623,347,Sí,,819
624,347,No,,820
623,348,Sí,,821
624,348,No,,822
622,349,Montador de escenarios,,823
623,349,Sí,,824
624,349,No,,825
622,350,Granjero,,826
623,350,Sí,,827
624,350,No,,828
622,351,Enfermera,,829
623,351,Sí,,830
624,351,No,,831
623,352,Sí,,832
624,352,No,,833
623,353,Sí,,834
624,353,No,,835
623,354,Sí,,836
624,354,No,,837
623,355,Sí,,838
624,355,No,,839
622,356,Ama de Casa,,840
623,356,No,,841
624,356,Sí,,842
622,357,OPTICA,,843
623,357,Sí,,844
624,357,No,,845
622,358,Agricultor,,846
623,358,Sí,,847
624,358,No,,848
623,359,Sí,,849
624,359,No,,850
623,360,Sí,,851
624,360,No,,852
623,361,Sí,,853
624,361,No,,854
623,362,Sí,,855
624,362,No,,856
623,363,Sí,,857
624,363,No,,858
622,364,Dependienta,,859
623,364,Sí,,860
624,364,No,,861
622,365,Desempleada,,862
623,365,Sí,,863
624,365,No,,864
622,366,Cadena,,865
623,366,Sí,,866
624,366,No,,867
622,367,Profesora,,868
623,367,Sí,,869
624,367,No,,870
623,368,Sí,,871
624,368,No,,872
623,369,Sí,,873
624,369,No,,874
623,370,Sí,,875
624,370,No,,876
622,371,Jubilada,,877
623,371,No,,878
624,371,No,,879
622,372,Reguladora Ferroviaria,,880
623,372,No,,881
624,372,Sí,,882
622,373,Delisano,,883
623,373,Sí,,884
624,373,No,,885
622,374,Comercial Jubilado,,886
623,374,Sí,,887
624,374,No,,888
623,375,Sí,,889
624,375,No,,890
623,376,Sí,,891
624,376,No,,892
622,377,Construcción,,893
623,377,Sí,,894
624,377,No,,895
623,378,Sí,,896
624,378,No,,897
623,379,Sí,,898
624,379,No,,899
622,380,Auxiliar administrativo,,900
623,380,Sí,,901
624,380,No,,902
622,381,Ama de casa,,903
623,381,No,,904
624,381,Sí,,905
622,382,Empresa de ropa (Fábrica),,906
623,382,No,,907
624,382,Sí,,908
622,383,Empaquetadora en frío,,909
623,383,Sí,,910
624,383,No,,911
622,384,Camarera,,912
623,384,Sí,,913
624,384,No,,914
623,385,Sí,,915
624,385,No,,916
622,386,Enfermera,,917
623,386,Sí,,918
624,386,No,,919
623,387,Sí,,920
624,387,No,,921
622,388,Músico,,922
623,388,Sí,,923
624,388,No,,924
623,389,Sí,,925
624,389,No,,926
622,390,Camarera,,927
623,390,Sí,,928
624,390,No,,929
623,391,Sí,,930
624,391,No,,931
623,392,Sí,,932
624,392,No,,933
623,393,Sí,,934
624,393,No,,935
623,394,Sí,,936
624,394,No,,937
622,395,Jubilado,,938
623,395,Sí,,939
624,395,No,,940
623,396,Sí,,941
624,396,No,,942
622,397,Construcción,,943
623,397,Sí,,944
624,397,No,,945
622,398,Oficina,,946
623,398,Sí,,947
624,398,No,,948
622,399,Estudiante Primaria,,949
623,399,Sí,,950
624,399,No,,951
623,400,Sí,,952
624,400,No,,953
623,401,Sí,,954
624,401,No,,955
622,402,Soldador,,956
623,402,Sí,,957
624,402,No,,958
623,403,Sí,,959
624,403,No,,960
623,404,Sí,,961
624,404,No,,962
623,405,Sí,,963
624,405,No,,964
622,406,jubilada,,965
623,406,Sí,,966
624,406,No,,967
622,407,cadena de montaje,,968
623,407,Sí,,969
624,407,No,,970
623,408,Sí,,971
624,408,No,,972
623,409,Sí,,973
624,409,No,,974
622,410,Administrativo,,975
623,410,Sí,,976
624,410,No,,977
622,411,monitora de comedor,,978
623,411,Sí,,979
624,411,No,,980
623,412,Sí,,981
624,412,No,,982
623,413,Sí,,983
624,413,No,,984
623,414,Sí,,985
624,414,No,,986
623,415,Sí,,987
624,415,No,,988
623,416,Sí,,989
624,416,No,,990
622,417,Estudiante 2ª inserción social,,991
623,417,Sí,,992
624,417,No,,993
623,418,Sí,,994
624,418,No,,995
622,419,Administrativa,,996
623,419,Sí,,997
624,419,No,,998
622,420,electricista,,999
623,420,Sí,,1000
624,420,No,,1001
623,421,Sí,,1002
624,421,No,,1003
622,422,Administrativo,,1004
623,422,No,,1005
624,422,No,,1006
623,423,Sí,,1007
624,423,No,,1008
622,424,optometrista,,1009
623,424,Sí,,1010
624,424,No,,1011
623,425,Sí,,1012
624,425,No,,1013
623,426,Sí,,1014
624,426,No,,1015
623,427,No,,1016
624,427,No,,1017
623,428,Sí,,1018
624,428,No,,1019
622,429,carretilero,,1020
623,429,No,,1021
624,429,No,,1022
622,430,OPOSITANNDO.,,1023
623,430,No,,1024
624,430,No,,1025
622,431,tienda,,1026
623,431,No,,1027
624,431,No,,1028
622,432,Ama de casa,,1029
623,432,Sí,,1030
624,432,No,,1031
623,433,Sí,,1032
624,433,No,,1033
623,434,Sí,,1034
624,434,No,,1035
623,435,Sí,,1036
624,435,No,,1037
623,436,Sí,,1038
624,436,No,,1039
622,437,Fábrica Ford,,1040
623,437,No,,1041
624,437,No,,1042
622,438,Jubilada (Pulicultura),,1043
623,438,No,,1044
624,438,No,,1045
623,439,Sí,,1046
624,439,No,,1047
623,440,Sí,,1048
624,440,No,,1049
622,441,Almacén cítricos - Jubilada,,1050
623,441,No,,1051
624,441,No,,1052
622,442,Dependienta- cajera supermercado,,1053
623,442,No,,1054
624,442,No,,1055
623,443,Sí,,1056
624,443,No,,1057
623,444,No,,1058
624,444,No,,1059
622,445,Operaria,,1060
623,445,Sí,,1061
624,445,No,,1062
623,446,Sí,,1063
624,446,No,,1064
623,447,No,,1065
624,447,No,,1066
623,448,Sí,,1067
624,448,No,,1068
623,449,No,,1069
624,449,No,,1070
623,450,Sí,,1071
624,450,No,,1072
622,451,Dependienta,,1073
623,451,Sí,,1074
624,451,No,,1075
622,452,Escolar (11 años),,1076
623,452,Sí,,1077
624,452,No,,1078
622,453,Constructor,,1079
623,453,No,,1080
624,453,No,,1081
622,454,Terapeuta,,1082
623,454,No,,1083
624,454,No,,1084
622,455,Dependienta  (tiene 27 años),,1085
623,455,No,,1086
624,455,No,,1087
622,456,Jubilada- cocinera. Tiene 67 años,,1088
623,456,No,,1089
624,456,No,,1090
622,457,Informático,,1091
623,457,No,,1092
624,457,No,,1093
622,458,Trabajador social. Tiene 36 años,,1094
623,458,No,,1095
624,458,No,,1096
623,459,No,,1097
624,459,No,,1098
623,460,Sí,,1099
624,460,No,,1100
622,461,PARO,,1101
623,461,No,,1102
624,461,No,,1103
622,462,Jubilada,,1104
623,462,Sí,,1105
624,462,No,,1106
623,463,Sí,,1107
624,463,No,,1108
623,464,Sí,,1109
624,464,No,,1110
623,465,Sí,,1111
624,465,No,,1112
623,466,Sí,,1113
624,466,No,,1114
622,467,Maestra jubilada (62 años),,1115
623,467,No,,1116
624,467,No,,1117
623,468,Sí,,1118
624,468,No,,1119
623,469,Sí,,1120
624,469,No,,1121
623,470,Sí,,1122
624,470,No,,1123
622,471,Ténico de industria,,1124
623,471,No,,1125
624,471,No,,1126
623,472,Sí,,1127
624,472,No,,1128
622,473,Hornera,,1129
623,473,Sí,,1130
624,473,No,,1131
622,474,Administrativa,,1132
623,474,No,,1133
624,474,No,,1134
623,475,Sí,,1135
624,475,No,,1136
622,476,Administrativo (39 años),,1137
623,476,Sí,,1138
624,476,No,,1139
623,477,Sí,,1140
624,477,No,,1141
622,478,Chófer,,1142
623,478,Sí,,1143
624,478,No,,1144
623,479,Sí,,1145
624,479,No,,1146
622,480,Textil (Jubilada),,1147
623,480,No,,1148
624,480,No,,1149
622,481,Venta directa,,1150
623,481,Sí,,1151
624,481,No,,1152
622,482,estudiante,,1153
623,482,No,,1154
624,482,No,,1155
623,483,Sí,,1156
624,483,No,,1157
622,484,Planchando,,1158
623,484,No,,1159
624,484,No,,1160
623,485,Sí,,1161
624,485,No,,1162
622,486,En línea de producción,,1163
623,486,Sí,,1164
624,486,No,,1165
623,487,Sí,,1166
624,487,No,,1167
622,488,Promotora de ventas,,1168
623,488,No,,1169
624,488,No,,1170
622,489,Contable (36 años),,1171
623,489,Sí,,1172
624,489,No,,1173
623,490,Sí,,1174
624,490,No,,1175
623,491,Sí,,1176
624,491,No,,1177
623,492,Sí,,1178
624,492,No,,1179
623,493,Sí,,1180
624,493,No,,1181
623,494,Sí,,1182
624,494,No,,1183
623,495,Sí,,1184
624,495,No,,1185
622,496,Oficina,,1186
623,496,Sí,,1187
624,496,No,,1188
623,497,Sí,,1189
624,497,No,,1190
623,498,Sí,,1191
624,498,No,,1192
623,499,Sí,,1193
624,499,No,,1194
623,500,Sí,,1195
624,500,No,,1196
623,501,Sí,,1197
624,501,No,,1198
623,502,No,,1199
624,502,No,,1200
623,503,Sí,,1201
624,503,No,,1202
623,504,No,,1203
624,504,No,,1204
622,505,Dependienta de cafetería,,1205
623,505,Sí,,1206
624,505,No,,1207
623,506,Sí,,1208
624,506,No,,1209
623,507,Sí,,1210
624,507,No,,1211
622,508,Trabajo en una fábrica,,1212
623,508,Sí,,1213
624,508,No,,1214
623,509,Sí,,1215
624,509,No,,1216
623,510,Sí,,1217
624,510,No,,1218
623,511,Sí,,1219
624,511,No,,1220
623,512,Sí,,1221
624,512,No,,1222
623,513,Sí,,1223
624,513,No,,1224
622,514,En rayos,,1225
623,514,Sí,,1226
624,514,No,,1227
623,515,Sí,,1228
624,515,No,,1229
623,516,Sí,,1230
624,516,No,,1231
623,517,Sí,,1232
624,517,No,,1233
623,518,Sí,,1234
624,518,No,,1235
623,519,Sí,,1236
624,519,No,,1237
623,520,Sí,,1238
624,520,No,,1239
623,521,Sí,,1240
624,521,No,,1241
623,522,Sí,,1242
624,522,No,,1243
622,523,Orientadora educativa,,1244
623,523,No,,1245
624,523,No,,1246
623,524,No,,1247
624,524,No,,1248
623,525,Sí,,1249
624,525,No,,1250
623,526,No,,1251
624,526,No,,1252
622,527,Estudiante,,1253
623,527,No,,1254
624,527,No,,1255
622,528,Hostelería,,1256
623,528,No,,1257
624,528,No,,1258
623,529,Sí,,1259
624,529,No,,1260
623,530,No,,1261
624,530,No,,1262
622,531,Ama de casa; modelo (24 años),,1263
623,531,Sí,,1264
624,531,No,,1265
623,532,Sí,,1266
624,532,No,,1267
623,533,No,,1268
624,533,No,,1269
623,534,No,,1270
624,534,No,,1271
623,535,No,,1272
624,535,No,,1273
623,536,No,,1274
624,536,No,,1275
623,537,No,,1276
624,537,No,,1277
623,538,No,,1278
624,538,No,,1279
623,539,No,,1280
624,539,No,,1281
623,540,No,,1282
624,540,No,,1283
623,541,No,,1284
624,541,No,,1285
623,542,No,,1286
624,542,No,,1287
623,543,No,,1288
624,543,No,,1289
623,544,No,,1290
624,544,No,,1291
