id,nombre,valor
80,bfachisporBI,True
81,bverasegurados,False
82,bverselecactus,True
83,bvercontrolserviciosarticulos,False
84,bfactsinmarcaagen,True
85,bveractupredef,True
86,bVerDocsMnPrograma,False
87,bvercontroloportunidad,True
88,bdctoatotalactu,True
89,bfacthisporBI,False
90,bvertiempoexp,True
91,bverrefhistoexp,True
92,bverfechainiprev,True
93,bverfechafinprev,True
94,bvertiempoprevistofase,True
95,bverpestanasnomutua,False
96,bcobrarconceptos,True
97,bverpterenclipot,False
98,bverperfilcli,True
99,bverperfilclipot,True
100,bvernomcolumnasperfil,False
101,bfiltraralummatriculado,False
102,bverperfilpac,True
103,bvercontrolexpedientes,False
104,bcrearcobrobono,True
105,bveropcreemplazardiario,False
106,bverpterentrab,False
107,bformacobrodefecto,True
108,bverimgart,True
109,bavisobonocompleto,True
110,brecargabono,False
111,bverbonoscompartidos,True
112,bagrcobrosfvto,True
113,bVerOtrosDatosArticulo,False
114,bVerCodigoArticulo,True
115,bVerOrdenArticulo,True
116,bvernumcobro,False
117,bConceptoPredef,True
118,bcontrolcursocompleto,True
119,baltaactumodif_Potencial,False
120,bverdashboardcliente,False
121,bverplazoscobrospred,False
122,bverpotendeunpac,False
123,verNumerosLineas,False
124,bvercolorbd_Cliente,False
125,bvercontrolcompras,False
126,bvervisordocumental,True
127,bVerHistorialCancelacion,False
128,bverbonossesiones,True
129,bverbonostiempo,True
130,bverbonosmonetarios,True
131,bvergestionclases,False
132,bverbtnaltabajaexpalum_Paciente,True
133,bvercalendarioactucli,False
134,baltaactumodif_Paciente,True
135,bcrearactuacion_Paciente,True
138,bvercontrolfacturas,False
139,bvercontrolproformas,False
140,bvercontrolpedidos,False
141,bvercontrolalbaranes,False
142,bvercontrolpresupuestos,False
143,bveralumhistoexp,True
144,bcopiaralummatactu,True
145,bvervarios,False
146,bverpacdeunpoten,False
147,bvertpv,False
148,bveropcionesira,True
149,bvercolorbd_Paciente,False
150,bvercomohorasnodisponibles,False
151,bTarifasArt,False
152,bPreciosArt,False
153,bvercamponumerico,False
154,altaPistola,False
155,bverpacter,True
156,bverusucreadoractu,False
157,bverterceroshisto,False
158,bmarcarfactacli,True
159,avisoarrastraragenda,True
160,bversuplidocaja,False
161,bverprovisioncaja,False
162,VerFotoFicha_Trabajador,False
163,bverprovartpre,False
164,baplicartarifacliente,False
165,bVerOrtodontograma,False
166,bvercontroltratamiento,False
167,bverlineasagen,False
168,bconfigusuariosagen,False
169,busarbloqueoficha,False
170,bcrearactutraspaso,True
171,bverclirelcli_Potencial,False
172,baltcodbarras,True
173,bmarcasaldodefecto,True
174,bverdctoimpfijo,False
175,bverpeticion,False
176,bverbalpgcantiguo,False
177,bverbienes,False
178,bvernominas,False
179,bvercamas,False
180,bversofas,False
181,bverCalificacion,False
182,bverEvaluacion,False
183,VerFax,False
184,bverinformeqr,False
185,bverconciliacion19,False
186,bverconciliacion43,False
187,bVerComunicaciones,False
188,bvergestionproyectos,False
189,bverperfilalumno,True
190,bvercolorbd_Potencial,False
191,baltaexpdesdepot,True
192,bverbtnaltabajaexpalum_Potencial,True
193,bverbtnaltabajaexpalum_Cliente,True
194,bvercolorbd_Expediente,True
195,bvercolorbd_Trabajador,False
196,bvercolorbd_Proveedor,False
197,bvercolorbd_Mutua,True
198,bagengrisacturealizadas,True
199,bvermodollamada,False
200,bverbotondisponib,False
201,bVerBaseDatosClientes,True
202,bVerCopiaSegDelphi,False
203,bvercolorbd_Aseguradora,False
204,bverboletines,False
205,bverdocumentosclientes,False
206,bVerModuloDicom,False
207,bVerModuloEscaner,True
208,bcontrolprevcobros,True
209,bUsarEstadosVentanaActuacion,False
210,bvertrasladar,False
211,bgenerarjustificante,False
212,vertiposprov,True
213,bVerTimeReport,True
214,bMarcarBorrarDocOrig,False
215,bimportarcarpetas,True
216,bnumeracionPorTipoCli,False
217,bnumeracionPorTipoPac,False
218,bnumeracionPorTipoAlum,False
219,bverresumengeneralTR,False
220,bverresumenfasesTR,False
221,bverresumentrabajadorTR,False
222,bvercolorgridhistorial,True
223,bMostrarDefectoCliNotas2a6,False
224,bUsarVentanaActuacionAntigua,True
225,bMostrarResumen,True
226,bverseleccionexp,False
227,bMostrarColTituloDocumentacionDefecto,False
228,bactuacionescalificaciones,True
229,bverpaginaacceso,False
230,bVerPlanIndividual,False
231,MarcarActuRzdDefecto_Paciente,True
232,vermovilage,True
233,bIniciarCorreoConPrograma,False
234,bAbrirCorreoMinimizado,False
235,bVerModuloValoracionesServicio,True
236,bVerMNDocSign,True
237,bVerGestionLogs,False
238,bLogsPersonalizados,False
239,activarLogsWeb,False
240,bCrearActuEnAltaServicio,False
241,bActuAltaServicioRealizada,False
242,bCrearActuEnCierreServicio,False
243,bActuCierreServicioRealizada,False
244,bAsignarColorServicio,False
245,MostrarPestañasConTipoActu,False
246,MostrarPestañasConTipoPac,False
247,bVerModuloPersonalizacion,True
248,bagenmulticobro,True
249,veragendashboard,True
250,veragenenviarasala,True
251,bCerrarBonoAutomatico,True
252,bverbonospestactuauto,False
253,bveractuautobonofinal,False
254,bVerMovArt,False
255,bverarrastrarclase,False
256,bveravisarclases,False
257,busarplantillaswordnet,True
258,bCrearActuacionOportunidad,False
259,bCrearActuacionOportunidadRealizada,False
260,bCrearActuacionOportunidadActuPredef,False
261,bCrearActuacionOportunidadActuPredefRealiz,False
262,bCrearActuCambioUsuOportunidad,False
263,bCrearActuEnAltaOportunidad,False
264,bActuAltaOportunidadRealizada,False
265,bCrearActuEnCierreOportunidad,False
266,bActuCierreOportunidadRealizada,False
267,bAsignarColorOportunidad,False
268,bCrearActuacionTarea,False
269,bCrearActuacionTareaRealizada,False
270,bCrearActuacionTareaActuPredef,False
271,bCrearActuacionTareaActuPredefRealiz,False
272,bCrearActuCambioUsuTarea,False
273,MostrarPestañasConTipoTrab,False
274,verfichasclasic,True
275,bVerDniObligacion,False
276,bVerFechaEnvioObligacion,False
277,bverImprimirCarnetCliente,True
278,bSupervisorControlHoras,True
279,bInOutControlHoras,True
280,bverCrearLeads,False
281,bverCursosOk,False
282,bverCursosyPosgrados,False
283,bverGoogleAdwords,False
284,bverRepartoAutomatico,False
285,bseguirOrdenReparto,True
286,bverRepartoCodPostal,False
287,bverRepartoTipoOpor,False
288,bverRepartoFuenteOpor,False
289,bverRepartoDescripcionOpor,False
290,bverRepartoImporte,False
291,bverEmagister,False
292,bVerRegistrosConNivelPrivacidad,True
293,bValidarPrivacidadAgenda,True
294,bVerNuevaAgenda,True
295,bcrearactuacion_ClienteBaja,False
296,MarcarActuRzdDefecto_ClienteBaja,False
297,bcrearactuCambioUsuFicha,False
298,bcrearactuCambioUsuExp,False
299,bcrearactuCopiaFichaBD,False
300,bcrearactuTraspFichaBD,False
301,bcrearactuCambMatAlumCurso,False
302,bcrearactuTraspAlumCurso,False
303,bcrearactuacion_ImportAdjunto,False
304,bcrearactuacion_EliminarAdjunto,False
305,bcrearactuacion_AsociarCorreo,False
306,bverAudiometria,False
307,beditarFechaOportunidad,True
308,beditarCampoUsuarioOportunidad,True
309,beditarFechaOportunidadAtencionCliente,False
310,beditarCampoUsuarioOportunidadAtencionCliente,False
311,bverOfertaFormativa,False
312,bVerSoloTareasAbiertaOpEnAltaTiempoGasto,True
313,bMostrarCorreo,True
314,bMostrarAgenda,True
315,bMostrarCitasTodoElDia,True
316,bVerMailAccept,True
317,bMostrarConceptosEnTareas,True
318,bMostrarFacturarOportunidades,True
319,bCalculaTiempoPrevisto,False
320,bCalculaIngresosReales,False
321,bMostrarFusionFichas,True
322,bModuloPermisosNet,True
323,bMostrarRecEquivalencia,True
324,VerFotoFicha_Proveedor,True
325,bVerLexnet,False
326,bVerAvantius,False
327,bVerVereda,False
328,VerImportacionArchivosCompañía,False
329,bverpestcobrospolizas,False
330,bVerAtencionCliente,False
331,VerTTA,False
332,bVerChat,False
333,bControlHorasResumen,False
334,bcontindividualcobro,False
335,bVerMensajesInternos,False
336,MostrarPestañasConTipoPot,False
337,MostrarPestañasConTipoTarea,False
338,bAltaFactUsu,True
339,basignarusucuenta,True
340,busarProformaSaldoExp,True
341,bVerCampoEstadoCita_Expediente,True
342,bVerCampoEstadoCita,True
343,bBtnValGoogle,False
344,bWorkControlHorario,True
345,bMostrarControlHorarioPropio,True
346,bMostrarPopUpInactividad,True
347,bVerModuloCompra,True
348,bMostrarCitaOnline,True
349,bVerComisiones,True
350,bConfigEmailFormulariosClientes,False
351,bcorreosautocobros,False
352,MostrarPestañasConTipoTerc,False
353,MostrarPestañasConTipoMutua,False
354,MostrarPestañasConTipoPro,False
355,MostrarHistoriaClinica,True
356,bSegTabsLimpieza,True
357,MostrarRpaAtajosEnvioCorreo,True
358,bVerRecursos,False
359,bMostrarImpCorreoOutlook,True
360,bRegenerarTriggersLOPD,False
361,bRegistrarWordColectivo,False
362,bVerInformesTR,True
363,bVerModuloFormulariosClientes,True
364,bverbtnpresuventanamodif_Aseguradora,False
365,MostrarPestañasConTipoCli,False
366,bNombreDctoDescAct,False
367,bConfigNoActualizarDatosFichaFormulariosClientes,False
368,bVerHistorial_Pot,True
369,bVerEconomico_Pot,False
370,MostrarPestañasConTipoOpor,False
371,VerFotoFicha_Cliente,False
372,VerFotoFicha_Tercero,False
373,bVerHistorial_Tra,True
374,bVerEconomico_Tra,False
375,bMostrarUltimaVistaHistorial,False
376,bVerFirmaTablet,True
377,bSincronizarAdjuntosCarpeta,True
378,bPermitirDirectorioFichaRecursivo,True
379,MostrarPestañasConTipoFactura,True
380,bVerBtnCobrarDesglosado,True
381,bCrearTareasMultiUsuarios,False
382,bVerEmailer,True
383,bMostrarUnicaPestanaActuacionesPredef,True
384,bMostrarUnicaPestanaConceptosPredef,True
385,bMostrarUnicaPestanaOportunidadesPredef,True
386,bMostrarUnicaPestanaTareasPredef,True
387,bMostrarUnicaPestanaPedidosPredef,True
388,bMostrarUnicaPestanaRecobrosPredef,True
389,bMostrarUnicaPestanaHonorariosPredef,True
390,bMostrarUnicaPestanaArticulosPredef,True
391,bMostrarUnicaPestanaGastosRecibidosPredef,True
392,bMostrarUnicaPestanaPrevisionPredef,True
393,bMostrarUnicaPestanaSuplidoPredef,True
394,bMostrarUnicaPestanaExpedientesPredef,True
395,bMostrarUnicaPestanaGastosEmitidosPredef,True
396,bMostrarUnicaPestanaGastosTodosPredef,True
397,bMostrarUnicaPestanaPruebasPredef,True
398,bMostrarUnicaPestanaProcedimientosPredef,False
399,bMostrarUnicaPestanaAsuntosPredef,True
400,bMostrarUnicaPestanaTratamientosPredef,True
401,bMostrarNomComercialCobros,False
402,bVerEconomico_Pro,True
403,bcobrartrat,True
404,bImpresionAutoInformesCuadroMando,True
405,bCorreoAutoInformesCuadroMando,True
406,bTareasGestionPlazos,False
407,bMostrarVistasAgenda,True
408,bMostrarCampoFacturableTarea,False
409,bCapturarAdjuntosRecomendarTarea,False
410,bCapturarAdjuntosMostrarTareas,True
411,bCapturarAdjuntosSoloTareasAbiertas,False
412,bCapturarAdjuntosSoloTareasAnho,False
413,bCapturarAdjuntosAccesoCliente,False
414,bVerFormulariosRegistro,True
415,usarTablaDireccion,False
416,VerFotoFicha_Inmueble,True
417,bMostrarOficinaVirtual,True
418,InmueblesDefault,False
419,bMostrarColoresDisponibilidad,False
420,bFormulariosVariosIdiomas,False
421,bWorkControlInactividad,False
422,bfacturaroporporcen,False
423,columnasEstadoMatriculaGeneradas,True
424,bResumenExpPersonalizado,True
425,bVerInmuebles,False
426,VerFotoFicha_Potencial,False
427,bNoModifUniActuEnFuncionTiempo,True
428,bVerReferenciaBono,True
429,VerUsuarioEnEditarConceptoActu,False
430,bVerMascotas,False
431,bverbonosnotas4,False
432,bMostrarGestionTarifas,True
433,bversalaespera,True
434,InmuDefaultPesTercero,True
435,bVerCampoSalaActuacion,False
436,bVerWhatsapp,True
437,bCrearHuecosAgenda,True
438,bMostrarCobroPendienteAgenda,True
439,bDocMacrosActualizadas,False
440,bVerExpedientes,True
441,bVerControlHistorial,True
442,bVerFacturacion,True
443,bVerContabilidad,True
444,bVerTerceros,True
445,bverpotenciales,True
446,bveroportunidades,True
447,bAccesoClientes,True
448,bAgeHuecosGrandes,True
449,bMostrarAgendaMultiplesUsuarios,True
450,bMostrarWhatsAppBloque,True
451,bMostrarHerramientasChequeo,True
452,bMostarStock,False
453,bMostarArticulos,True
454,bMostrarVistaKanban,True
455,bverControlAdjuntos,True
456,bverAtajos,True
457,bMostrarCapturaLeads,True
458,bMostrarEscritosColaLexnet,False
459,bVerConfirmSign,True
460,bMostrarInformes,False
461,bVerComunicacionesCorp,True
462,bVerControlPagos,True
463,bMostarModelosAEATFactu,True
464,bVerControlCorreo,True
465,MostrarEnvioDeFacturas,True
466,bAvisoInicialCorp,True
467,bAvisoInicialCorpUser,True
468,bAvisoTiempoCorp,False
469,bAvisoTiempoCorpUser,True
470,VerGesTarTtosEspec,False
471,bAusenciasCorreoClientesRel,False
472,bVerPlantillasLegales,True
473,bMostrarMisTareasNotas,False
474,bMostrarPlantillasWord,True
475,bModsPremiumActivos,True
476,bVerMonitorizacion,True
477,bVerPestanaGastos,True
478,bMostrarCitaOnlineCitas,True
479,bMostrarCuestionariosWeb,True
480,bverescalas,True
481,MostrarRpaReglasAutomaticas,True
482,MostrarRpaCapturarAdjuntos,True
483,bMostrarMensajeComCorpWhatsapp,True
