tipodocumento,descripcion,plantilla,fechaFTP,subidoFTP,id,itipo,theme,orientation,favorito,notas,recomendada,idMN
Clientes,2.6 OBLIGACIONES del Ejercicio del Cliente.doc,Clientes\2.6 OBLIGACIONES del Ejercicio del Cliente.doc,,,141,,none,0,,,,
Clientes,2.7 OBLIGACIONES del Cliente.doc,Clientes\2.7 OBLIGACIONES del Cliente.doc,,,140,,none,0,,,,
Clientes,2.8 Historial de OBLIGACIONES del Cliente.doc,Clientes\2.8 Historial de OBLIGACIONES del Cliente.doc,,,150,,,,,,,
Clientes,2.9 RENTABILIDAD del Cliente.doc,clientes\2.9 RENTABILIDAD del Cliente.doc,2009-08-22 00:28:52,,157,,none,0,,,,
Clientes,3.1 HISTORIAL del Cliente.doc,Clientes\3.1 HISTORIAL del Cliente.doc,,,151,,none,0,,,,
Clientes,3.1 historial del cliente.doc,clientes\informes\3.1 historial del cliente.doc,,,214,,none,0,,,,
Clientes,3.1 historial del paciente.doc,clientes\informes\3.1 historial del paciente.doc,,,248,,none,0,,,,
Clientes,3.2 HISTORIAL del Cliente con Notas.doc,Clientes\3.2 HISTORIAL del Cliente con Notas.doc,,,152,,,,,,,
Clientes,3.2 historial del cliente con notas.doc,clientes\informes\3.2 historial del cliente con notas.doc,,,215,,none,1,,,,
Clientes,3.2 historial del paciente con notas.doc,clientes\informes\3.2 historial del paciente con notas.doc,,,287,,none,1,,,True,05BA0E3A-0014-4828-A736-CDDC98F0DEE7
Clientes,4.1 CUENTAS del Cliente.doc,Clientes\4.1 CUENTAS del Cliente.doc,,,153,,none,0,,,,
Clientes,4.1 cuentas del cliente.doc,clientes\informes\4.1 cuentas del cliente.doc,,,216,,none,0,,,,
Clientes,4.1 cuentas del paciente.doc,clientes\informes\4.1 cuentas del paciente.doc,,,250,,none,0,,,,
Clientes,4.2 Previas del Cliente.doc,Clientes\4.2 Previas del Cliente.doc,,,154,,none,0,,,,
Clientes,4.2 previas del cliente.doc,clientes\informes\4.2 previas del cliente.doc,,,217,,none,0,,,,
Clientes,4.2 previas del paciente.doc,clientes\informes\4.2 previas del paciente.doc,,,251,,none,0,,,,
Clientes,4.3 Presupuesto del Cliente.doc,Clientes\4.3 Presupuesto del Cliente.doc,,,155,,,,,,,
Clientes,4.3 presupuesto del cliente.doc,clientes\informes\4.3 presupuesto del cliente.doc,,,218,,none,0,,,,
Clientes,4.3 presupuesto del paciente.doc,clientes\informes\4.3 presupuesto del paciente.doc,,,252,,none,0,,,,
Clientes,4.4 Otros del Cliente.doc,Clientes\4.4 Otros del Cliente.doc,,,137,,none,0,,,,
Clientes,4.4 otros del cliente.doc,clientes\informes\4.4 otros del cliente.doc,,,219,,none,0,,,,
Clientes,4.4 otros del paciente.doc,clientes\informes\4.4 otros del paciente.doc,,,253,,none,0,,,,
Clientes,Alta de Cliente.html,clientes\correo\Alta de Cliente.html,2009-08-22 04:06:48,,197,,none,0,,,,
Clientes,alta de paciente.html,clientes\correo\alta de paciente.html,,,242,,none,0,,,,
Clientes,Apertura de Incidencia.html,clientes\correo\Apertura de Incidencia.html,2009-08-22 04:17:55,,199,,none,0,,,,
Clientes,Asignación de Orden de Trabajo.html,clientes\correo\Asignación de Orden de Trabajo.html,2009-08-22 04:14:49,,198,,none,0,,,,
Clientes,asignacion de orden de trabajo.html,clientes\correo\asignacion de orden de trabajo.html,,,201,,none,0,,,,
Clientes,Carta de Felicitación de Navidad.doc,clientes\escritos y documentos\Carta de Felicitación de Navidad.doc,2009-08-22 00:45:10,,164,,none,0,,,,
Clientes,carta de felicitacion de navidad.doc,clientes\escritos y documentos\carta de felicitacion de navidad.doc,,,203,,none,0,,,,
Clientes,Contrato de Servicio de Asesoramiento.doc,clientes\escritos y documentos\Contrato de Servicio de Asesoramiento.doc,2009-08-22 00:45:38,,165,,none,0,,,,
Clientes,Documento LOPD.docx,clientes\Documento LOPD.docx,2024-06-12 14:32:06,,301,,,,,,True,03B5D936-434C-4E3B-99EC-5ECD43899E6E
Clientes,Informar por correo.html,clientes\correo\Informar por correo.html,2009-08-22 03:50:48,,194,,none,0,,,,
Clientes,Informe de Trabajos Realizados.html,clientes\correo\Informe de Trabajos Realizados.html,2009-08-22 03:54:43,,195,,none,0,,,,
Clientes,Notificación ültima Actuación.html,clientes\correo\Notificación ültima Actuación.html,2009-08-22 03:58:30,,196,,none,0,,,,
Clientes,notificacion ultima actuacion.html,clientes\correo\notificacion ultima actuacion.html,,,202,,none,0,,,,
Clientes,"Pedido a proveedor por uds, iva y dcto..docx","clientes\compras\Pedido a proveedor por uds, iva y dcto..docx",2024-06-12 14:35:55,,303,,,,,,True,749EEC00-6071-4466-8B20-683CE6EB8A15
Clientes,Pedido a proveedor.docx,clientes\compras\Pedido a proveedor.docx,2024-06-12 14:34:50,,302,,,,,,True,82FF537C-BF6C-40FC-BCEE-BA621732DF17
Clientes,Presupuesto,clientes\oportunidades\Presupuesto.doc,2024-06-17 08:57:26,,319,,,,,,True,CA29F8EB-E92C-4679-805D-D1187D65775D
Clientes,Presupuesto por unidades,clientes\oportunidades\Presupuesto por unidades.doc,2024-06-17 09:08:23,,320,,,,,,True,A55A3C0E-211D-4500-A59D-F1C0E151224D
Clientes,Respuesta Incidencia.html,clientes\correo\Respuesta Incidencia.html,2009-08-22 04:20:02,,200,,none,1,,,,
Colaboradores,datos generales del colaborador.doc,colaboradores\datos generales del colaborador.doc,,,107,,none,0,,,,
Contactos,datos generales del contacto.doc,contactos\datos generales del contacto.doc,,,108,,none,0,,,,
Contrarios,datos generales del contrario.doc,contrarios\datos generales del contrario.doc,,,109,,none,0,,,,
Expedientes,1 caratula del expediente.doc,expedientes\1 caratula del expediente.doc,,,158,,none,0,,,,
Expedientes,1. caratula del expediente.doc,expedientes\1. caratula del expediente.doc,,,166,,none,0,,,,
Expedientes,1.1 caratula del expediente.doc,expedientes\informes\1.1 caratula del expediente.doc,,,229,,none,0,,,,
Expedientes,2.1 datos generales del expediente.doc,expedientes\2.1 datos generales del expediente.doc,,,159,,none,0,,,,
Expedientes,2.1 informe general del expediente.doc,expedientes\informes\2.1 informe general del expediente.doc,,,230,,none,0,,,,
Expedientes,2.2 datos generales del expediente.doc,expedientes\informes\2.2 datos generales del expediente.doc,,,259,,none,0,,,,
Expedientes,2.2. adjuntos del expediente.doc,expedientes\2.2. adjuntos del expediente.doc,,,167,,none,0,,,,
Expedientes,2.2. informe general del expediente.doc,expedientes\2.2. informe general del expediente.doc,,,168,,none,0,,,,
Expedientes,2.3 datos generales del expediente con notas.doc,expedientes\informes\2.3 datos generales del expediente con notas.doc,,,260,,none,0,,,,
Expedientes,2.4 adjuntos del expediente.doc,expedientes\informes\2.4 adjuntos del expediente.doc,,,261,,none,0,,,,
Expedientes,3.1 historial del expediente.doc,expedientes\informes\3.1 historial del expediente.doc,,,262,,none,0,,,,
Expedientes,3.1. historial del expediente.doc,expedientes\3.1. historial del expediente.doc,,,169,,none,0,,,,
Expedientes,3.2 historial del expediente con notas.doc,expedientes\informes\3.2 historial del expediente con notas.doc,,,263,,none,1,,,,
Expedientes,3.2. historial del expediente con notas.doc,expedientes\3.2. historial del expediente con notas.doc,,,170,,none,1,,,,
Expedientes,4.1 cuentas del expediente.doc,expedientes\4.1 cuentas del expediente.doc,,,171,,none,0,,,,
Expedientes,4.1 cuentas del expediente.doc,expedientes\informes\4.1 cuentas del expediente.doc,,,264,,none,0,,,,
Expedientes,4.2 previas del expediente.doc,expedientes\4.2 previas del expediente.doc,,,172,,none,0,,,,
Expedientes,4.2 previas del expediente.doc,expedientes\informes\4.2 previas del expediente.doc,,,265,,none,0,,,,
Expedientes,4.3 presupuesto del expediente.doc,expedientes\informes\4.3 presupuesto del expediente.doc,,,231,,none,0,,,,
Expedientes,4.3. presupuesto del expediente.doc,expedientes\4.3. presupuesto del expediente.doc,,,173,,none,0,,,,
Expedientes,4.4 otros del expediente.doc,expedientes\informes\4.4 otros del expediente.doc,,,266,,none,0,,,,
Expedientes,4.4. otros del expediente.doc,expedientes\4.4. otros del expediente.doc,,,174,,none,0,,,,
Expedientes,adjuntos del expediente.doc,expedientes\adjuntos del expediente.doc,,,110,,none,0,,,,
Expedientes,Apertura de Expediente.html,expedientes\correo\Apertura de Expediente.html,2009-08-22 02:51:31,,184,,none,0,,,,
Expedientes,apertura de incidencia.doc,expedientes\correo\apertura de incidencia.doc,,,220,,none,1,,,,
Expedientes,apertura de incidencia.html,expedientes\correo\apertura de incidencia.html,,,225,,none,1,,,,
Expedientes,apertura de reclamacion.doc,expedientes\correo\apertura de reclamacion.doc,,,221,,none,1,,,,
Expedientes,apertura de reclamacion.html,expedientes\correo\apertura de reclamacion.html,,,254,,none,1,,,,
Expedientes,Asignación de Orden de Trabajo.html,expedientes\correo\Asignación de Orden de Trabajo.html,2009-08-22 03:00:06,,189,,none,1,,,,
Expedientes,asignacion de orden de trabajo.html,expedientes\correo\asignacion de orden de trabajo.html,,,222,,none,1,,,,
Expedientes,caratula del expediente.doc,expedientes\caratula del expediente.doc,,,111,,none,0,,,,
Expedientes,Carta de Presentacion.doc,expedientes\escritos y documentos\Carta de Presentacion.doc,2009-09-16 15:44:44,,228,,none,0,,,,
Expedientes,Cierre de Expediente.html,expedientes\correo\Cierre de Expediente.html,2009-08-22 03:02:56,,190,,none,0,,,,
Expedientes,cierre de reclamacion.html,expedientes\correo\cierre de reclamacion.html,,,226,,none,1,,,,
Expedientes,cuentas del expediente.doc,expedientes\cuentas del expediente.doc,,,112,,none,0,,,,
Expedientes,datos generales del expediente.doc,expedientes\datos generales del expediente.doc,,,113,,none,0,,,,
Expedientes,Encuesta de Satisfacción.html,expedientes\correo\Encuesta de Satisfacción.html,2009-08-22 03:32:38,,192,,none,0,,,,
Expedientes,encuesta de satisfaccion.html,expedientes\correo\encuesta de satisfaccion.html,,,255,,none,0,,,,
Expedientes,Envío Documentación Adjunta.html,expedientes\correo\Envío Documentación Adjunta.html,2009-08-22 03:13:10,,191,,none,0,,,,
Expedientes,envio documentacion adjunta.html,expedientes\correo\envio documentacion adjunta.html,,,256,,none,0,,,,
Expedientes,Historial del Expediente con Notas.doc,Expedientes\Historial del Expediente con Notas.doc,,,160,,none,1,,,,
Expedientes,historial del expediente.doc,expedientes\historial del expediente.doc,,,114,,none,0,,,,
Expedientes,Informar por correo.html,expedientes\correo\Informar por correo.html,2009-08-22 02:55:12,,187,,none,0,,,,
Expedientes,Informe de Trabajos Realizados.html,expedientes\correo\Informe de Trabajos Realizados.html,2009-08-22 02:56:57,,188,,none,0,,,,
Expedientes,informe general del expediente.doc,expedientes\informe general del expediente.doc,,,115,,none,0,,,,
Expedientes,Notificación completa de actuaciones.html,expedientes\correo\Notificación completa de actuaciones.html,2009-08-22 02:53:18,,185,,none,0,,,,
Expedientes,Notificación sencilla de Actuaciones.html,expedientes\correo\Notificación sencilla de Actuaciones.html,2009-08-22 02:50:36,,183,,none,1,,,,
Expedientes,notificacion sencilla de actuaciones.html,expedientes\correo\notificacion sencilla de actuaciones.html,,,257,,none,1,,,,
Expedientes,Notificación última Actuación.html,expedientes\correo\Notificación última Actuación.html,2009-08-22 02:54:23,,186,,none,0,,,,
Expedientes,notificacion ultima actuacion.html,expedientes\correo\notificacion ultima actuacion.html,,,258,,none,0,,,,
Expedientes,otros del expediente.doc,expedientes\otros del expediente.doc,,,116,,none,0,,,,
Expedientes,presupuesto del expediente.doc,expedientes\presupuesto del expediente.doc,,,117,,none,0,,,,
Expedientes,previas del expediente.doc,expedientes\previas del expediente.doc,,,118,,none,0,,,,
Expedientes,respuesta a incidencia.html,expedientes\correo\respuesta a incidencia.html,,,227,,none,1,,,,
Facturas,1.1 factura oficial.doc,Facturas\Oficiales\Clientes\1.1 factura oficial.doc,,,275,1,,,True,,,
Facturas,Factura Abono con IVA,facturas\oficiales\clientes\Factura Abono con IVA.docx,2024-06-12 17:10:54,,312,1,,,,,True,4C261C8B-6B03-4341-97AF-934092B16EE7
Facturas,Factura Abono.docx,facturas\oficiales\clientes\Factura Abono.docx,2024-06-12 17:10:54,,311,1,,,,,True,50CF311E-7427-48AF-9E40-B35ED181AC29
Facturas,factura oficial (clientes).doc,facturas\oficiales\factura oficial (clientes).doc,,,122,1,none,0,,,,
Facturas,factura oficial (expedientes).doc,facturas\oficiales\factura oficial (expedientes).doc,,,123,0,none,0,,,,
Facturas,Factura Oficial (pacientes menores de edad),facturas\oficiales\clientes\Factura Oficial (pacientes menores de edad).docx,2024-06-12 16:40:19,,309,1,,,,,True,D8E29D1D-61A7-4654-8600-057F8ABA10D7
Facturas,factura oficial (pacientes).doc,facturas\oficiales\factura oficial (pacientes).doc,,,238,0,none,0,,,,
Facturas,Factura Oficial Aseguradora,facturas\oficiales\clientes\Factura Oficial Aseguradora.docx,2024-06-12 16:40:19,,313,1,,,,,True,0774DD60-234A-402B-B0CB-1151691BB2A1
Facturas,Factura Oficial Aseguradora con Descuento,facturas\oficiales\clientes\Factura Oficial Aseguradora con Descuento.docx,2024-06-12 16:40:19,,314,1,,,,,True,E37F4FB9-E6A9-48A1-9E52-CF1B115B1556
Facturas,Factura Oficial con Descuento,facturas\oficiales\clientes\Factura Oficial con Descuento.docx,2024-06-12 16:40:19,,307,1,,,,,True,7E03C91F-AFD7-4D63-B940-CE958FD175EB
Facturas,factura oficial con descuento (clientes).doc,facturas\oficiales\factura oficial con descuento (clientes).doc,,,234,1,none,0,,,,
Facturas,factura oficial con descuento (expedientes).doc,facturas\oficiales\factura oficial con descuento (expedientes).doc,,,235,0,none,0,,,,
Facturas,factura oficial con descuento (pacientes).doc,facturas\oficiales\factura oficial con descuento (pacientes).doc,,,239,0,none,0,,,,
Facturas,Factura Oficial con Descuento con IVA,facturas\oficiales\clientes\Factura Oficial con Descuento con IVA.docx,2024-06-12 16:40:19,,308,1,,,,,True,E4DDC730-4553-4D9C-A111-458460189782
Facturas,Factura Oficial con IVA.docx,facturas\oficiales\clientes\Factura Oficial con IVA.docx,2024-06-12 16:41:22,,306,1,,,,,True,55BA35E3-A3AC-47E2-987C-CA8CCB021344
Facturas,Factura Oficial por uds. Aseguradora,facturas\oficiales\clientes\Factura Oficial por uds. Aseguradora.docx,2024-06-12 16:40:19,,315,1,,,,,True,32758629-561B-45A9-BF73-3D4631C38E0A
Facturas,Factura Oficial TicketBai,facturas\oficiales\clientes\Factura Oficial TicketBai.docx,2024-06-12 16:40:19,,310,1,,,,,True,83988110-F6FC-4A94-9A96-10E79C5A5E0C
Facturas,Factura Oficial.docx,facturas\oficiales\clientes\Factura Oficial.docx,2024-06-12 16:40:19,,305,1,,,,,True,19FEE56A-D414-423B-9561-466F976D1D73
Gestión de Cobros,recibí (formato a4).doc,Gestión de Cobros\recibí (formato a4).doc,,,282,,,,,,,
Gestión de Cobros,Recibí.doc,gestión de cobros\Recibí.doc,2024-06-12 17:31:52,,316,,,,,,True,44CFEB43-F664-4EF4-B56A-C5729B09542B
Gestión de Cobros,ticket cobro.doc,Gestión de Cobros\ticket cobro.doc,,,276,,,,,,,
Juzgados,datos generales del juzgado.doc,juzgados\datos generales del juzgado.doc,,,126,,none,0,,,,
Organismos,datos generales del organismo.doc,organismos\datos generales del organismo.doc,,,127,,none,0,,,,
Pacientes,1.1 caratula del paciente.doc,pacientes\informes\1.1 caratula del paciente.doc,,,267,,none,0,,,,
Pacientes,1.1 documento lopd (vs20.12).doc,Pacientes\1.1 documento lopd (vs20.12).doc,,,292,,none,1,,,True,8E9A0D20-A631-4C8C-8232-83975E476922
Pacientes,1.1 documento lopd.doc,Pacientes\1.1 documento lopd.doc,,,278,,,1,,,,
Pacientes,1.3 consentimiento informado (vs20.12).doc,Pacientes\1.3 consentimiento informado (vs20.12).doc,,,293,,none,0,,,True,D42EE20E-CC2F-4C29-9C03-7BB273E9D346
Pacientes,1.5 autorización de domiciliación (para particular).doc,Pacientes\1.5 autorización de domiciliación (para particular).doc,,,281,,,,,,,
Pacientes,2.1 datos generales del paciente.doc,pacientes\informes\2.1 datos generales del paciente.doc,,,268,,none,0,,,,
Pacientes,2.1 informe paciente.doc,Pacientes\2.1 informe paciente.doc,,,285,,,,,,,
Pacientes,2.2 datos generales del paciente con notas.doc,pacientes\informes\2.2 datos generales del paciente con notas.doc,,,269,,none,0,,,,
Pacientes,2.2 informe paciente detallado.doc,Pacientes\2.2 informe paciente detallado.doc,,,284,,,1,,,,
Pacientes,2.3 adjuntos del paciente.doc,pacientes\informes\2.3 adjuntos del paciente.doc,,,270,,none,0,,,,
Pacientes,3.1 historial del paciente.doc,pacientes\informes\3.1 historial del paciente.doc,,,271,,none,0,,,,
Pacientes,3.1 justificante de asistencia médica (vs20.12).doc,Pacientes\3.1 justificante de asistencia médica (vs20.12).doc,,,294,,none,1,,,True,F6C1EB36-6781-44DC-A933-572E950892BD
Pacientes,3.2 historial del paciente con notas.doc,pacientes\informes\3.2 historial del paciente con notas.doc,,,288,,none,1,,,True,EC642B91-DB0C-43BF-B50B-7B1F3ABBB1A2
Pacientes,4.1 cuentas del paciente.doc,pacientes\informes\4.1 cuentas del paciente.doc,,,273,,none,0,,,,
Pacientes,4.2 oportunidades del paciente.doc,pacientes\informes\4.2 oportunidades del paciente.doc,,,274,,none,1,,,,
Pacientes,Consentimiento Grabación Imágenes,pacientes\Consentimiento Grabación Imágenes.doc,2024-06-12 13:08:13,,298,,,,,,True,87B9915D-EB55-438C-A0FD-D32CF3C67852
Pacientes,Consentimiento Informado.docx,pacientes\Consentimiento Informado.docx,2024-06-13 10:51:07,,317,,,,,,True,EEBD9246-0DBE-4E80-B6B8-643CD725DB40
Pacientes,Documento LOPD,pacientes\Documento LOPD.docx,2024-06-13 16:56:04,,318,,,,,,True,17AAF459-8E4A-4778-A09C-55CE57B48700
Pacientes,firma lopd básico.doc,pacientes\firma lopd básico.doc,,,289,,none,1,,,True,01ADE123-CFBE-4EB6-A0FE-D2635A204CA9
Pacientes,historial del paciente.doc,pacientes\historial del paciente.doc,,,290,,none,0,,,True,E33E7535-2600-47D4-9B9C-89D1BD2B06F9
Pacientes,informe alta clinica del paciente.doc,pacientes\informe alta clinica del paciente.doc,,,291,,none,0,,,True,40B07FE7-FB05-4340-B46D-7C522D6FFE7C
Pacientes,Informe Historia Clínica,pacientes\Informe Historia Clínica.docx,2024-06-12 13:28:11,,299,,,,,,True,8FFA5127-0A53-4539-AD71-DA449773087C
Pacientes,Justificante de Asistencia Médica,Pacientes\Justificante de Asistencia Médica.doc,,,297,,,1,,,True,0BBE87F4-C871-48DD-A191-F241440ED8F6
Pacientes,Receta,pacientes\Receta.docx,2024-06-12 13:37:54,,300,,,,,,True,1591F8BA-0727-4500-A174-A56F6ECE892D
Poderes,poder general a favor de persona f¡sica.doc,poderes\poder general a favor de persona f¡sica.doc,,,128,,none,0,,,,
Presupuestos,Presupuesto,facturas\presupuestos\clientes\Presupuesto.doc,2024-10-23 17:46:33.450000,,324,1,,,,,,
Procuradores,datos generales del procurador.doc,procuradores\datos generales del procurador.doc,,,129,,none,0,,,,
Proformas,factura pro forma (clientes).doc,facturas\factura pro forma (clientes).doc,,,124,1,none,0,,,,
Proformas,factura pro forma (expedientes).doc,facturas\factura pro forma (expedientes).doc,,,125,0,none,0,,,,
Proformas,factura pro forma (pacientes).doc,facturas\factura pro forma (pacientes).doc,,,240,0,none,0,,,,
Proformas,factura pro forma con descuento (clientes).doc,facturas\factura pro forma con descuento (clientes).doc,,,236,1,none,0,,,,
Proformas,factura pro forma con descuento (expedientes).doc,facturas\factura pro forma con descuento (expedientes).doc,,,237,0,none,0,,,,
Proformas,factura pro forma con descuento (pacientes).doc,facturas\factura pro forma con descuento (pacientes).doc,,,241,0,none,0,,,,
Recetas Médicas,Plantilla Receta Médica.doc,Recetas Médicas\Plantilla Receta Médica.doc,,,277,,,,,,,
Recetas Médicas,Plantilla Receta Oficial,Recetas Médicas\Plantilla Receta Oficial.doc,,,296,,,,,,True,47E937ED-C504-4E9B-AF50-7D95EC4011B5
Recientes,1.1 documento lopd.doc,Clientes\1.1 documento lopd.doc,,,279,,,,,,,
Recientes,1.1 presupuesto.doc,Clientes\Oportunidades\1.1 presupuesto.doc,,,280,,,,,,,
Recientes,1.3 consentimiento informado.doc,Pacientes\1.3 consentimiento informado.doc,,,283,,,,,,,
Recientes,3.1 justificante de asistencia médica.doc,Pacientes\3.1 justificante de asistencia médica.doc,,,286,,,,,,,
Trabajadores,1.1 Lopd básico,Trabajadores\1.1 Lopd básico.doc,,,323,,,,,,,
Trabajadores,Cesión Imágenes Trabajador.docx,trabajadores\Cesión Imágenes Trabajador.docx,2024-06-17 09:14:45,,321,,,,,,True,96EB9CA9-AA85-4EDC-8A6A-6D08D7E37AD1
Trabajadores,Documento LOPD.docx,trabajadores\Documento LOPD.docx,2024-06-12 14:46:09,,304,,,,,,True,320D7652-1074-4299-9F30-C118F298F467
