id_linedcto,id_tabla,query,consulta,datasource
185,27,qryseg,"select segexp.dfechaact,segexp.sactuacion,segexp.notas,subusu.nombre as usuario,DATENAME(hh, horainiact) + ':' + DATENAME(mi, horainiact) + ':' + DATENAME(ss, horainiact) as horainiact,DATENAME(hh, horafinact) + ':' + DATENAME(mi, horafinact) + ':' + DATENAME(ss, horafinact) as horafinact,convert(char(8), dateadd(second, tiempo, ''), 114) as tiempo from segexp left join subusu on segexp.subusu=subusu.icodsubusu where inumexp=:inumexp and iyear=:iyear",
185,61,QryTipoExp,select tipoexp.tipoexp from tipoexp  left join expedien on tipoexp.codigo=expedien.itipoexp where inumexp=:inumexp and iyear=:iyear,
185,62,QryTipoAsun,select tipoasun.tipoasunto from tipoasun  left join expedien on tipoasun.codigo=expedien.itipoasunto where inumexp=:inumexp and iyear=:iyear,
187,1,qrydirector,"select *,cast(datepart(dd,getdate()) as varchar) +'/'+ cast(datepart(mm,getdate()) as varchar) +'/'+ cast(datepart(yyyy,getdate()) as varchar) as fechaimpresion from director where icodprocu=:icodprocu",
187,4,qrycli,"select clientes.snombrecli,clientes.stelefonocli,convert(char(8), dateadd(second, tiempo, ''), 114) as tiempo from exclipro left join clientes on exclipro.icodcli=clientes.icodcli where exclipro.inumexp=:inumexp and exclipro.iyear=:iyear and clientes.tipobd=0",
187,24,qryexp,"select expedien.expediente,expedien.iyear,expedien.dfechaalta,expedien.descripcion,expedien.srefabogado,expedien.srefcliente,convert(char(8), dateadd(second, tiempo, ''), 114) as tiempo, (isnull(fcuantia,0) + isnull(intereses,0) + isnull(costas,0)) as totalcuantia from expedien where inumexp=:inumexp and iyear=:iyear",
187,25,QryTipoProcedi,select procedi.procedimiento from procedi  left join expedien on procedi.codproce=expedien.codproce where inumexp=:inumexp and iyear=:iyear,
187,27,qryseg,"select segexp.dfechaact,segexp.sactuacion,subusu.nombre as usuario,DATENAME(hh, horainiact) + ':' + DATENAME(mi, horainiact) + ':' + DATENAME(ss, horainiact) as horainiact,DATENAME(hh, horafinact) + ':' + DATENAME(mi, horafinact) + ':' + DATENAME(ss, horafinact) as horafinact,convert(char(8), dateadd(second, tiempo, ''), 114) as tiempo from segexp left join subusu on segexp.subusu=subusu.icodsubusu where inumexp=:inumexp and iyear=:iyear",
187,61,QryTipoExp,select tipoexp.tipoexp from tipoexp  left join expedien on tipoexp.codigo=expedien.itipoexp where inumexp=:inumexp and iyear=:iyear,
187,62,QryTipoAsun,select tipoasun.tipoasunto from tipoasun  left join expedien on tipoasun.codigo=expedien.itipoasunto where inumexp=:inumexp and iyear=:iyear,
188,1,qrydirector,"select *,cast(datepart(dd,getdate()) as varchar) +'/'+ cast(datepart(mm,getdate()) as varchar) +'/'+ cast(datepart(yyyy,getdate()) as varchar) as fechaimpresion from director where icodprocu=:icodprocu",
188,4,qrycli,"select clientes.snombrecli,clientes.stelefonocli,convert(char(8), dateadd(second, tiempo, ''), 114) as tiempo from exclipro left join clientes on exclipro.icodcli=clientes.icodcli where exclipro.inumexp=:inumexp and exclipro.iyear=:iyear and clientes.tipobd=0",
188,24,qryexp,"select expedien.expediente,expedien.iyear,expedien.dfechaalta,expedien.descripcion,expedien.srefabogado,expedien.srefcliente,convert(char(8), dateadd(second, tiempo, ''), 114) as tiempo, (isnull(fcuantia,0) + isnull(intereses,0) + isnull(costas,0)) as totalcuantia from expedien where inumexp=:inumexp and iyear=:iyear",
188,25,QryTipoProcedi,select procedi.procedimiento from procedi  left join expedien on procedi.codproce=expedien.codproce where inumexp=:inumexp and iyear=:iyear,
188,27,qryseg,"select segexp.dfechaact,segexp.sactuacion,subusu.nombre as usuario,DATENAME(hh, horainiact) + ':' + DATENAME(mi, horainiact) + ':' + DATENAME(ss, horainiact) as horainiact,DATENAME(hh, horafinact) + ':' + DATENAME(mi, horafinact) + ':' + DATENAME(ss, horafinact) as horafinact,convert(char(8), dateadd(second, tiempo, ''), 114) as tiempo from segexp left join subusu on segexp.subusu=subusu.icodsubusu where inumexp=:inumexp and iyear=:iyear",
188,61,QryTipoExp,select tipoexp.tipoexp from tipoexp  left join expedien on tipoexp.codigo=expedien.itipoexp where inumexp=:inumexp and iyear=:iyear,
188,62,QryTipoAsun,select tipoasun.tipoasunto from tipoasun  left join expedien on tipoasun.codigo=expedien.itipoasunto where inumexp=:inumexp and iyear=:iyear,
190,1,qrydirector,"select *,cast(datepart(dd,getdate()) as varchar) +'/'+ cast(datepart(mm,getdate()) as varchar) +'/'+ cast(datepart(yyyy,getdate()) as varchar) as fechaimpresion from director where icodprocu=:icodprocu",
190,4,qrycli,"select clientes.snombrecli,convert(char(8), dateadd(second, tiempo, ''), 114) as tiempo from exclipro left join clientes on exclipro.icodcli=clientes.icodcli where exclipro.inumexp=:inumexp and exclipro.iyear=:iyear and clientes.tipobd=0",
190,24,qryexp,"select expedien.dfechaalta,expedien.expediente,expedien.iyear,expedien.descripcion,convert(char(8), dateadd(second, tiempo, ''), 114) as tiempo, (isnull(fcuantia,0) + isnull(intereses,0) + isnull(costas,0)) as totalcuantia from expedien where inumexp=:inumexp and iyear=:iyear",
190,37,qrysubusu,select subusu.nombre from subusu  left join expedien on subusu.icodsubusu=expedien.codsubusu where inumexp=:inumexp and iyear=:iyear,
194,1,qrydirector,"select *,cast(datepart(dd,getdate()) as varchar) +'/'+ cast(datepart(mm,getdate()) as varchar) +'/'+ cast(datepart(yyyy,getdate()) as varchar) as fechaimpresion from director where icodprocu=:icodprocu",
194,4,qrycli,"select clientes.snombrecli,clientes.snifcli,clientes.sdomiciliocli,clientes.spoblacioncli,clientes.scodpostalcli,clientes.sprovinciacli,clientes.stelefonocli,clientes.telefono2,clientes.smovilcli,clientes.sfaxcli,clientes.email,clientes.pagweb,convert(char(8), dateadd(second, tiempo, ''), 114) as tiempo from clientes where icodcli=:icodcli",
194,35,qryseg,"select segcli.dfechaact,segcli.sactuacion,subusu.nombre as usuario,DATENAME(hh, horainiact) + ':' +DATENAME(mi, horainiact) + ':' + DATENAME(ss, horainiact) as horainiact,DATENAME(hh, horafinact) + ':' +DATENAME(mi, horafinact) + ':' + DATENAME(ss, horafinact) as horafinact,convert(char(8), dateadd(second, tiempo, ''), 114) as tiempo from segcli left join subusu on segcli.subusu=subusu.icodsubusu where icodcli=:icodcli",
195,1,qrydirector,"select *,cast(datepart(dd,getdate()) as varchar) +'/'+ cast(datepart(mm,getdate()) as varchar) +'/'+ cast(datepart(yyyy,getdate()) as varchar) as fechaimpresion from director where icodprocu=:icodprocu",
195,4,qrycli,"select clientes.snombrecli,clientes.snifcli,clientes.sdomiciliocli,clientes.spoblacioncli,clientes.scodpostalcli,clientes.sprovinciacli,clientes.stelefonocli,clientes.telefono2,clientes.smovilcli,clientes.sfaxcli,clientes.email,clientes.pagweb,convert(char(8), dateadd(second, tiempo, ''), 114) as tiempo from clientes where icodcli=:icodcli",
195,35,qryseg,"select segcli.dfechaact,segcli.sactuacion,segcli.notas,subusu.nombre as usuario,DATENAME(hh, horainiact) + ':' +DATENAME(mi, horainiact) + ':' + DATENAME(ss, horainiact) as horainiact,DATENAME(hh, horafinact) + ':' +DATENAME(mi, horafinact) + ':' + DATENAME(ss, horafinact) as horafinact,convert(char(8), dateadd(second, tiempo, ''), 114) as tiempo from segcli left join subusu on segcli.subusu=subusu.icodsubusu where icodcli=:icodcli",
197,1,qrydirector,"select *,cast(datepart(dd,getdate()) as varchar) +'/'+ cast(datepart(mm,getdate()) as varchar) +'/'+ cast(datepart(yyyy,getdate()) as varchar) as fechaimpresion from director where icodprocu=:icodprocu",
197,4,qrycli,"select clientes.snombrecli,convert(char(8), dateadd(second, tiempo, ''), 114) as tiempo from clientes where icodcli=:icodcli",
199,1,qrydirector,"select *,cast(datepart(dd,getdate()) as varchar) +'/'+ cast(datepart(mm,getdate()) as varchar) +'/'+ cast(datepart(yyyy,getdate()) as varchar) as fechaimpresion from director where icodprocu=:icodprocu",
199,4,qrycli,"select clientes.snombrecli,convert(char(8), dateadd(second, tiempo, ''), 114) as tiempo from clientes where icodcli=:icodcli",
199,35,qryseg,"select segcli.dfechaact,segcli.sactuacion,segcli.notas,subusu.nombre as usuario,DATENAME(hh, horainiact) + ':' +DATENAME(mi, horainiact) + ':' + DATENAME(ss, horainiact) as horainiact,DATENAME(hh, horafinact) + ':' +DATENAME(mi, horafinact) + ':' + DATENAME(ss, horafinact) as horafinact,convert(char(8), dateadd(second, tiempo, ''), 114) as tiempo from segcli left join subusu on segcli.subusu=subusu.icodsubusu where icodcli=:icodcli",
199,37,qrysubusu,select subusu.nombre from subusu left join clientes on subusu.icodsubusu=clientes.codsubusu where clientes.icodcli=:icodcli,
200,1,qrydirector,"select *,cast(datepart(dd,getdate()) as varchar) +'/'+ cast(datepart(mm,getdate()) as varchar) +'/'+ cast(datepart(yyyy,getdate()) as varchar) as fechaimpresion from director where icodprocu=:icodprocu",
200,4,qrycli,"select clientes.snombrecli,convert(char(8), dateadd(second, tiempo, ''), 114) as tiempo from clientes where icodcli=:icodcli",
200,35,qryseg,"select segcli.dfechaact,segcli.sactuacion,segcli.notas,subusu.nombre as usuario,DATENAME(hh, horainiact) + ':' +DATENAME(mi, horainiact) + ':' + DATENAME(ss, horainiact) as horainiact,DATENAME(hh, horafinact) + ':' +DATENAME(mi, horafinact) + ':' + DATENAME(ss, horafinact) as horafinact,convert(char(8), dateadd(second, tiempo, ''), 114) as tiempo from segcli left join subusu on segcli.subusu=subusu.icodsubusu where icodcli=:icodcli",
200,37,qrysubusu,select subusu.nombre from subusu left join clientes on subusu.icodsubusu=clientes.codsubusu where clientes.icodcli=:icodcli,
201,1,qrydirector,"select *,cast(datepart(dd,getdate()) as varchar) +'/'+ cast(datepart(mm,getdate()) as varchar) +'/'+ cast(datepart(yyyy,getdate()) as varchar) as fechaimpresion from director where icodprocu=:icodprocu",
201,4,qrycli,"select clientes.snombrecli,clientes.snifcli,clientes.stelefonocli,convert(char(8), dateadd(second, tiempo, ''), 114) as tiempo from clientes where icodcli=:icodcli",
201,35,qryseg,"select segcli.dfechaact,segcli.sactuacion,segcli.notas,subusu.nombre as usuario,DATENAME(hh, horainiact) + ':' +DATENAME(mi, horainiact) + ':' + DATENAME(ss, horainiact) as horainiact,DATENAME(hh, horafinact) + ':' +DATENAME(mi, horafinact) + ':' + DATENAME(ss, horafinact) as horafinact,convert(char(8), dateadd(second, tiempo, ''), 114) as tiempo from segcli left join subusu on segcli.subusu=subusu.icodsubusu where icodcli=:icodcli",
201,37,qrysubusu,select subusu.nombre from subusu left join clientes on subusu.icodsubusu=clientes.codsubusu where clientes.icodcli=:icodcli,
202,1,qrydirector,"select *,cast(datepart(dd,getdate()) as varchar) +'/'+ cast(datepart(mm,getdate()) as varchar) +'/'+ cast(datepart(yyyy,getdate()) as varchar) as fechaimpresion from director where icodprocu=:icodprocu",
202,4,qrycli,"select clientes.snombrecli,clientes.snifcli,clientes.sdomiciliocli,clientes.spoblacioncli,clientes.scodpostalcli,clientes.sprovinciacli,clientes.stelefonocli,clientes.telefono2,clientes.smovilcli,clientes.sfaxcli,clientes.email,clientes.pagweb,convert(char(8), dateadd(second, tiempo, ''), 114) as tiempo from clientes where icodcli=:icodcli",
202,69,qrycliultactu,"select top 1 segcli.sactuacion, segcli.dfechaact, segcli.dfechanotificacion, DATENAME(hh, horainiact) + ':' +DATENAME(mi, horainiact) + ':' + DATENAME(ss, horainiact) as horainiact,DATENAME(hh, horafinact) + ':' +DATENAME(mi, horafinact) + ':' + DATENAME(ss, horafinact) as horafinact from segcli where segcli.icodcli=:icodcli order by dfechaact desc,linea desc",
204,1,qrydirector,"select *,cast(datepart(dd,getdate()) as varchar) +'/'+ cast(datepart(mm,getdate()) as varchar) +'/'+ cast(datepart(yyyy,getdate()) as varchar) as fechaimpresion from director where icodprocu=:icodprocu",
204,4,qrycli,"select clientes.codigo,clientes.snombrecli,clientes.stelefonocli,clientes.fechaalta,clientes.snifcli,convert(char(8), dateadd(second, tiempo, ''), 114) as tiempo from clientes where icodcli=:icodcli",
204,21,qrycontact,"select contacto.nombre,contacto.telefono1 from clientes inner join contactlin on clientes.icodcli = contactlin.icodcli inner join contacto on contactlin.icodcontacto = contacto.codcontacto where clientes.icodcli=:icodcli",
204,37,qrysubusu,select subusu.nombre from subusu left join clientes on subusu.icodsubusu=clientes.codsubusu where clientes.icodcli=:icodcli,
205,1,qrydirector,"select *,cast(datepart(dd,getdate()) as varchar) +'/'+ cast(datepart(mm,getdate()) as varchar) +'/'+ cast(datepart(yyyy,getdate()) as varchar) as fechaimpresion from director where icodprocu=:icodprocu",
205,4,qrycli,"select clientes.snombrecli,clientes.snifcli,clientes.sdomiciliocli,clientes.spoblacioncli,clientes.scodpostalcli,clientes.sprovinciacli,clientes.stelefonocli,clientes.telefono2,clientes.smovilcli,clientes.sfaxcli,clientes.email,clientes.pagweb,clientes.codigo,clientes.fechaalta,convert(char(8), dateadd(second, tiempo, ''), 114) as tiempo from clientes where icodcli=:icodcli",
205,21,qrycontact,"select contacto.nombre,contacto.telefono1,contacto.email1 from clientes inner join contactlin on clientes.icodcli = contactlin.icodcli inner join contacto on contactlin.icodcontacto = contacto.codcontacto where clientes.icodcli=:icodcli",
205,37,qrysubusu,select subusu.nombre from subusu left join clientes on subusu.icodsubusu=clientes.codsubusu where clientes.icodcli=:icodcli,
206,1,qrydirector,"select *,cast(datepart(dd,getdate()) as varchar) +'/'+ cast(datepart(mm,getdate()) as varchar) +'/'+ cast(datepart(yyyy,getdate()) as varchar) as fechaimpresion from director where icodprocu=:icodprocu",
206,4,qrycli,"select clientes.snombrecli,clientes.snifcli,clientes.sdomiciliocli,clientes.spoblacioncli,clientes.scodpostalcli,clientes.sprovinciacli,clientes.stelefonocli,clientes.telefono2,clientes.smovilcli,clientes.sfaxcli,clientes.email,clientes.pagweb,clientes.codigo,clientes.fechaalta,convert(char(8), dateadd(second, tiempo, ''), 114) as tiempo from clientes where icodcli=:icodcli",
206,21,qrycontact,"select contacto.nombre,contacto.telefono1,contacto.email1 from clientes inner join contactlin on clientes.icodcli = contactlin.icodcli inner join contacto on contactlin.icodcontacto = contacto.codcontacto where clientes.icodcli=:icodcli",
206,37,qrysubusu,select subusu.nombre from subusu left join clientes on subusu.icodsubusu=clientes.codsubusu where clientes.icodcli=:icodcli,
209,1,qrydirector,"select *,cast(datepart(dd,getdate()) as varchar) +'/'+ cast(datepart(mm,getdate()) as varchar) +'/'+ cast(datepart(yyyy,getdate()) as varchar) as fechaimpresion from director where icodprocu=:icodprocu",
209,4,qrycli,"select clientes.snombrecli,clientes.snifcli,clientes.sdomiciliocli,clientes.spoblacioncli,clientes.scodpostalcli,clientes.sprovinciacli,clientes.stelefonocli,clientes.telefono2,clientes.smovilcli,clientes.sfaxcli,clientes.email,clientes.pagweb,convert(char(8), dateadd(second, tiempo, ''), 114) as tiempo from clientes where icodcli=:icodcli",
209,36,qrycliadjun,"select cliadjun.fecha,cliadjun.imagen,cliadjun.descripcion from cliadjun where cliadjun.icodcli=:icodcli",
210,1,qrydirector,"select *,cast(datepart(dd,getdate()) as varchar) +'/'+ cast(datepart(mm,getdate()) as varchar) +'/'+ cast(datepart(yyyy,getdate()) as varchar) as fechaimpresion from director where icodprocu=:icodprocu",
210,4,qrycli,"select clientes.snombrecli,clientes.snifcli,clientes.sdomiciliocli,clientes.spoblacioncli,clientes.scodpostalcli,clientes.sprovinciacli,clientes.stelefonocli,clientes.telefono2,clientes.smovilcli,clientes.sfaxcli,clientes.email,clientes.pagweb,clientes.codigo,clientes.fechaalta,clientes.concepto1gr1,clientes.importe1gr1,clientes.servicio1gr1,clientes.importeanual1gr1,clientes.concepto2gr1,clientes.importe2gr1,clientes.servicio2gr1,clientes.importeanual2gr1,clientes.concepto3gr1,clientes.importe3gr1,clientes.servicio3gr1,clientes.importeanual3gr1,clientes.concepto4gr1,clientes.importe4gr1,clientes.servicio4gr1,clientes.importeanual4gr1,clientes.concepto5gr1,clientes.importe5gr1,clientes.servicio5gr1,clientes.importeanual5gr1,clientes.concepto6gr1,clientes.importe6gr1,clientes.servicio6gr1,clientes.importeanual6gr1,clientes.totalarea1,convert(char(8), dateadd(second, tiempo, ''), 114) as tiempo from clientes where icodcli=:icodcli",
210,37,qrysubusu,select subusu.nombre from subusu left join clientes on subusu.icodsubusu=clientes.codsubusu where clientes.icodcli=:icodcli,
214,1,qrydirector,"select *,cast(datepart(dd,getdate()) as varchar) +'/'+ cast(datepart(mm,getdate()) as varchar) +'/'+ cast(datepart(yyyy,getdate()) as varchar) as fechaimpresion from director where icodprocu=:icodprocu",
214,4,qrycli,"select clientes.snombrecli,clientes.snifcli,clientes.sdomiciliocli,clientes.spoblacioncli,clientes.scodpostalcli,clientes.sprovinciacli,clientes.stelefonocli,clientes.telefono2,clientes.smovilcli,clientes.sfaxcli,clientes.email,clientes.pagweb,convert(char(8), dateadd(second, tiempo, ''), 114) as tiempo from clientes where icodcli=:icodcli",
214,35,qryseg,"select segcli.dfechaact,segcli.sactuacion,subusu.nombre as usuario,DATENAME(hh, horainiact) + ':' +DATENAME(mi, horainiact) + ':' + DATENAME(ss, horainiact) as horainiact,DATENAME(hh, horafinact) + ':' +DATENAME(mi, horafinact) + ':' + DATENAME(ss, horafinact) as horafinact,convert(char(8), dateadd(second, tiempo, ''), 114) as tiempo from segcli left join subusu on segcli.subusu=subusu.icodsubusu where icodcli=:icodcli",
215,1,qrydirector,"select *,cast(datepart(dd,getdate()) as varchar) +'/'+ cast(datepart(mm,getdate()) as varchar) +'/'+ cast(datepart(yyyy,getdate()) as varchar) as fechaimpresion from director where icodprocu=:icodprocu",
215,4,qrycli,"select clientes.snombrecli,clientes.snifcli,clientes.sdomiciliocli,clientes.spoblacioncli,clientes.scodpostalcli,clientes.sprovinciacli,clientes.stelefonocli,clientes.telefono2,clientes.smovilcli,clientes.sfaxcli,clientes.email,clientes.pagweb,convert(char(8), dateadd(second, tiempo, ''), 114) as tiempo from clientes where icodcli=:icodcli",
215,35,qryseg,"select segcli.dfechaact,segcli.sactuacion,segcli.notas,subusu.nombre as usuario,DATENAME(hh, horainiact) + ':' +DATENAME(mi, horainiact) + ':' + DATENAME(ss, horainiact) as horainiact,DATENAME(hh, horafinact) + ':' +DATENAME(mi, horafinact) + ':' + DATENAME(ss, horafinact) as horafinact,convert(char(8), dateadd(second, tiempo, ''), 114) as tiempo from segcli left join subusu on segcli.subusu=subusu.icodsubusu where icodcli=:icodcli",
215,37,qrysubusu,select subusu.nombre from subusu left join clientes on subusu.icodsubusu=clientes.codsubusu where clientes.icodcli=:icodcli,
216,1,qrydirector,"select *,cast(datepart(dd,getdate()) as varchar) +'/'+ cast(datepart(mm,getdate()) as varchar) +'/'+ cast(datepart(yyyy,getdate()) as varchar) as fechaimpresion from director where icodprocu=:icodprocu",
216,4,qrycli,"select clientes.snombrecli,clientes.snifcli,clientes.sdomiciliocli,clientes.spoblacioncli,clientes.scodpostalcli,clientes.sprovinciacli,clientes.stelefonocli,clientes.telefono2,clientes.smovilcli,clientes.sfaxcli,clientes.email,clientes.pagweb,clientes.ftotalbaseimp,clientes.ftotaliva,clientes.ftotalirpf,clientes.ftotaleuro,clientes.ftotalcobro,clientes.fsaldofinal,convert(char(8), dateadd(second, tiempo, ''), 114) as tiempo from clientes where icodcli=:icodcli",
216,57,qrycue,"select cuencli.dfecha,cuencli.sDescripcion,cuencli.fentradaseuro,cuencli.fsalidaseuro from cuencli where icodcli=:icodcli",
222,1,qrydirector,"select *,cast(datepart(dd,getdate()) as varchar) +'/'+ cast(datepart(mm,getdate()) as varchar) +'/'+ cast(datepart(yyyy,getdate()) as varchar) as fechaimpresion from director where icodprocu=:icodprocu",
222,24,qryexp,"select expedien.expediente,expedien.iyear,expedien.descripcion,convert(char(8), dateadd(second, tiempo, ''), 114) as tiempo, (isnull(fcuantia,0) + isnull(intereses,0) + isnull(costas,0)) as totalcuantia from expedien where inumexp=:inumexp and iyear=:iyear",
222,27,qryseg,"select segexp.dfechaact,segexp.sactuacion,segexp.notas,subusu.nombre as usuario,DATENAME(hh, horainiact) + ':' + DATENAME(mi, horainiact) + ':' + DATENAME(ss, horainiact) as horainiact,DATENAME(hh, horafinact) + ':' + DATENAME(mi, horafinact) + ':' + DATENAME(ss, horafinact) as horafinact,convert(char(8), dateadd(second, tiempo, ''), 114) as tiempo from segexp left join subusu on segexp.subusu=subusu.icodsubusu where inumexp=:inumexp and iyear=:iyear",
222,61,QryTipoExp,select tipoexp.tipoexp from tipoexp  left join expedien on tipoexp.codigo=expedien.itipoexp where inumexp=:inumexp and iyear=:iyear,
225,1,qrydirector,"select *,cast(datepart(dd,getdate()) as varchar) +'/'+ cast(datepart(mm,getdate()) as varchar) +'/'+ cast(datepart(yyyy,getdate()) as varchar) as fechaimpresion from director where icodprocu=:icodprocu",
225,4,qrycli,"select clientes.snombrecli,convert(char(8), dateadd(second, tiempo, ''), 114) as tiempo from exclipro left join clientes on exclipro.icodcli=clientes.icodcli where exclipro.inumexp=:inumexp and exclipro.iyear=:iyear and clientes.tipobd=0",
225,27,qryseg,"select segexp.dfechaact,segexp.sactuacion,segexp.notas,subusu.nombre as usuario,DATENAME(hh, horainiact) + ':' + DATENAME(mi, horainiact) + ':' + DATENAME(ss, horainiact) as horainiact,DATENAME(hh, horafinact) + ':' + DATENAME(mi, horafinact) + ':' + DATENAME(ss, horafinact) as horafinact,convert(char(8), dateadd(second, tiempo, ''), 114) as tiempo from segexp left join subusu on segexp.subusu=subusu.icodsubusu where inumexp=:inumexp and iyear=:iyear",
225,37,qrysubusu,select subusu.nombre from subusu  left join expedien on subusu.icodsubusu=expedien.codsubusu where inumexp=:inumexp and iyear=:iyear,
226,1,qrydirector,"select *,cast(datepart(dd,getdate()) as varchar) +'/'+ cast(datepart(mm,getdate()) as varchar) +'/'+ cast(datepart(yyyy,getdate()) as varchar) as fechaimpresion from director where icodprocu=:icodprocu",
226,4,qrycli,"select clientes.snombrecli,convert(char(8), dateadd(second, tiempo, ''), 114) as tiempo from exclipro left join clientes on exclipro.icodcli=clientes.icodcli where exclipro.inumexp=:inumexp and exclipro.iyear=:iyear and clientes.tipobd=0",
226,24,qryexp,"select expedien.dfechacierre,expedien.expediente,expedien.iyear,expedien.descripcion,convert(char(8), dateadd(second, tiempo, ''), 114) as tiempo, (isnull(fcuantia,0) + isnull(intereses,0) + isnull(costas,0)) as totalcuantia from expedien where inumexp=:inumexp and iyear=:iyear",
226,27,qryseg,"select segexp.dfechaact,segexp.sactuacion,segexp.notas,subusu.nombre as usuario,DATENAME(hh, horainiact) + ':' + DATENAME(mi, horainiact) + ':' + DATENAME(ss, horainiact) as horainiact,DATENAME(hh, horafinact) + ':' + DATENAME(mi, horafinact) + ':' + DATENAME(ss, horafinact) as horafinact,convert(char(8), dateadd(second, tiempo, ''), 114) as tiempo from segexp left join subusu on segexp.subusu=subusu.icodsubusu where inumexp=:inumexp and iyear=:iyear",
226,37,qrysubusu,select subusu.nombre from subusu  left join expedien on subusu.icodsubusu=expedien.codsubusu where inumexp=:inumexp and iyear=:iyear,
227,1,qrydirector,"select *,cast(datepart(dd,getdate()) as varchar) +'/'+ cast(datepart(mm,getdate()) as varchar) +'/'+ cast(datepart(yyyy,getdate()) as varchar) as fechaimpresion from director where icodprocu=:icodprocu",
227,4,qrycli,"select clientes.snombrecli,convert(char(8), dateadd(second, tiempo, ''), 114) as tiempo from exclipro left join clientes on exclipro.icodcli=clientes.icodcli where exclipro.inumexp=:inumexp and exclipro.iyear=:iyear and clientes.tipobd=0",
