id,descripcion,fecha,horaini,tiempo,notas,horafin,tipoturno,referencia,idcentros,idperiodica,icodcli,disponibilidad,horaini2,horafin2,backcolor,diacompleto
283,Día,2021-01-15 00:00:00,1899-12-30 08:30:00,28800,"{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\f0\fs20\par
}
",1899-12-30 16:30:00,Día,D,,273,18,1,,,,
284,Día,2021-01-18 00:00:00,1899-12-30 08:30:00,28800,"{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\f0\fs20\par
}
",1899-12-30 16:30:00,Día,D,,273,18,1,,,,
285,Día,2021-01-19 00:00:00,1899-12-30 08:30:00,28800,"{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\f0\fs20\par
}
",1899-12-30 16:30:00,Día,D,,273,18,1,,,,
286,Día,2021-01-20 00:00:00,1899-12-30 08:30:00,28800,"{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\f0\fs20\par
}
",1899-12-30 16:30:00,Día,D,,273,18,1,,,,
287,Día,2021-01-21 00:00:00,1899-12-30 08:30:00,28800,"{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\f0\fs20\par
}
",1899-12-30 16:30:00,Día,D,,273,18,1,,,,
288,Día,2021-01-22 00:00:00,1899-12-30 08:30:00,28800,"{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\f0\fs20\par
}
",1899-12-30 16:30:00,Día,D,,273,18,1,,,,
289,Día,2021-01-25 00:00:00,1899-12-30 08:30:00,28800,"{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\f0\fs20\par
}
",1899-12-30 16:30:00,Día,D,,273,18,1,,,,
290,Día,2021-01-26 00:00:00,1899-12-30 08:30:00,28800,"{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\f0\fs20\par
}
",1899-12-30 16:30:00,Día,D,,273,18,1,,,,
291,Día,2021-01-27 00:00:00,1899-12-30 08:30:00,28800,"{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\f0\fs20\par
}
",1899-12-30 16:30:00,Día,D,,273,18,1,,,,
292,Día,2021-01-28 00:00:00,1899-12-30 08:30:00,28800,"{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\f0\fs20\par
}
",1899-12-30 16:30:00,Día,D,,273,18,1,,,,
293,Día,2021-01-29 00:00:00,1899-12-30 08:30:00,28800,"{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\f0\fs20\par
}
",1899-12-30 16:30:00,Día,D,,273,18,1,,,,
294,Día,2021-02-01 00:00:00,1899-12-30 08:30:00,28800,"{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\f0\fs20\par
}
",1899-12-30 16:30:00,Día,D,,273,18,1,,,,
295,Día,2021-02-02 00:00:00,1899-12-30 08:30:00,28800,"{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\f0\fs20\par
}
",1899-12-30 16:30:00,Día,D,,273,18,1,,,,
296,Día,2021-02-03 00:00:00,1899-12-30 08:30:00,28800,"{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\f0\fs20\par
}
",1899-12-30 16:30:00,Día,D,,273,18,1,,,,
297,Día,2021-02-04 00:00:00,1899-12-30 08:30:00,28800,"{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\f0\fs20\par
}
",1899-12-30 16:30:00,Día,D,,273,18,1,,,,
298,Día,2021-02-05 00:00:00,1899-12-30 08:30:00,28800,"{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\f0\fs20\par
}
",1899-12-30 16:30:00,Día,D,,273,18,1,,,,
299,Día,2021-02-08 00:00:00,1899-12-30 08:30:00,28800,"{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\f0\fs20\par
}
",1899-12-30 16:30:00,Día,D,,273,18,1,,,,
300,Día,2021-02-09 00:00:00,1899-12-30 08:30:00,28800,"{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\f0\fs20\par
}
",1899-12-30 16:30:00,Día,D,,273,18,1,,,,
301,Día,2021-02-10 00:00:00,1899-12-30 08:30:00,28800,"{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\f0\fs20\par
}
",1899-12-30 16:30:00,Día,D,,273,18,1,,,,
302,Día,2021-02-11 00:00:00,1899-12-30 08:30:00,28800,"{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\f0\fs20\par
}
",1899-12-30 16:30:00,Día,D,,273,18,1,,,,
303,Día,2021-02-12 00:00:00,1899-12-30 08:30:00,28800,"{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\f0\fs20\par
}
",1899-12-30 16:30:00,Día,D,,273,18,1,,,,
304,Día,2021-02-15 00:00:00,1899-12-30 08:30:00,28800,"{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\f0\fs20\par
}
",1899-12-30 16:30:00,Día,D,,273,18,1,,,,
305,Día,2021-02-16 00:00:00,1899-12-30 08:30:00,28800,"{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\f0\fs20\par
}
",1899-12-30 16:30:00,Día,D,,273,18,1,,,,
306,Día,2021-02-17 00:00:00,1899-12-30 08:30:00,28800,"{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\f0\fs20\par
}
",1899-12-30 16:30:00,Día,D,,273,18,1,,,,
307,Día,2021-02-18 00:00:00,1899-12-30 08:30:00,28800,"{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\f0\fs20\par
}
",1899-12-30 16:30:00,Día,D,,273,18,1,,,,
308,Día,2021-02-19 00:00:00,1899-12-30 08:30:00,28800,"{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\f0\fs20\par
}
",1899-12-30 16:30:00,Día,D,,273,18,1,,,,
309,Día,2021-02-22 00:00:00,1899-12-30 08:30:00,28800,"{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\f0\fs20\par
}
",1899-12-30 16:30:00,Día,D,,273,18,1,,,,
310,Día,2021-02-23 00:00:00,1899-12-30 08:30:00,28800,"{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\f0\fs20\par
}
",1899-12-30 16:30:00,Día,D,,273,18,1,,,,
311,Día,2021-02-24 00:00:00,1899-12-30 08:30:00,28800,"{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\f0\fs20\par
}
",1899-12-30 16:30:00,Día,D,,273,18,1,,,,
312,Día,2021-02-25 00:00:00,1899-12-30 08:30:00,28800,"{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\f0\fs20\par
}
",1899-12-30 16:30:00,Día,D,,273,18,1,,,,
313,Día,2021-02-26 00:00:00,1899-12-30 08:30:00,28800,"{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\f0\fs20\par
}
",1899-12-30 16:30:00,Día,D,,273,18,1,,,,
314,Día,2021-03-01 00:00:00,1899-12-30 08:30:00,28800,"{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\f0\fs20\par
}
",1899-12-30 16:30:00,Día,D,,273,18,1,,,,
315,Día,2021-03-02 00:00:00,1899-12-30 08:30:00,28800,"{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\f0\fs20\par
}
",1899-12-30 16:30:00,Día,D,,273,18,1,,,,
316,Día,2021-03-03 00:00:00,1899-12-30 08:30:00,28800,"{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\f0\fs20\par
}
",1899-12-30 16:30:00,Día,D,,273,18,1,,,,
317,Día,2021-03-04 00:00:00,1899-12-30 08:30:00,28800,"{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\f0\fs20\par
}
",1899-12-30 16:30:00,Día,D,,273,18,1,,,,
318,Día,2021-03-05 00:00:00,1899-12-30 08:30:00,28800,"{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\f0\fs20\par
}
",1899-12-30 16:30:00,Día,D,,273,18,1,,,,
319,Día,2021-03-08 00:00:00,1899-12-30 08:30:00,28800,"{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\f0\fs20\par
}
",1899-12-30 16:30:00,Día,D,,273,18,1,,,,
320,Día,2021-03-09 00:00:00,1899-12-30 08:30:00,28800,"{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\f0\fs20\par
}
",1899-12-30 16:30:00,Día,D,,273,18,1,,,,
321,Día,2021-03-10 00:00:00,1899-12-30 08:30:00,28800,"{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\f0\fs20\par
}
",1899-12-30 16:30:00,Día,D,,273,18,1,,,,
322,Día,2021-03-11 00:00:00,1899-12-30 08:30:00,28800,"{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\f0\fs20\par
}
",1899-12-30 16:30:00,Día,D,,273,18,1,,,,
323,Día,2021-03-12 00:00:00,1899-12-30 08:30:00,28800,"{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\f0\fs20\par
}
",1899-12-30 16:30:00,Día,D,,273,18,1,,,,
324,Día,2021-03-15 00:00:00,1899-12-30 08:30:00,28800,"{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\f0\fs20\par
}
",1899-12-30 16:30:00,Día,D,,273,18,1,,,,
325,Día,2021-03-16 00:00:00,1899-12-30 08:30:00,28800,"{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\f0\fs20\par
}
",1899-12-30 16:30:00,Día,D,,273,18,1,,,,
326,Día,2021-03-17 00:00:00,1899-12-30 08:30:00,28800,"{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\f0\fs20\par
}
",1899-12-30 16:30:00,Día,D,,273,18,1,,,,
327,Día,2021-03-18 00:00:00,1899-12-30 08:30:00,28800,"{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\f0\fs20\par
}
",1899-12-30 16:30:00,Día,D,,273,18,1,,,,
328,Día,2021-03-19 00:00:00,1899-12-30 08:30:00,28800,"{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\f0\fs20\par
}
",1899-12-30 16:30:00,Día,D,,273,18,1,,,,
329,Día,2021-03-22 00:00:00,1899-12-30 08:30:00,28800,"{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\f0\fs20\par
}
",1899-12-30 16:30:00,Día,D,,273,18,1,,,,
330,Día,2021-03-23 00:00:00,1899-12-30 08:30:00,28800,"{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\f0\fs20\par
}
",1899-12-30 16:30:00,Día,D,,273,18,1,,,,
331,Día,2021-03-24 00:00:00,1899-12-30 08:30:00,28800,"{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\f0\fs20\par
}
",1899-12-30 16:30:00,Día,D,,273,18,1,,,,
332,Día,2021-03-25 00:00:00,1899-12-30 08:30:00,28800,"{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\f0\fs20\par
}
",1899-12-30 16:30:00,Día,D,,273,18,1,,,,
333,Día,2021-03-26 00:00:00,1899-12-30 08:30:00,28800,"{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\f0\fs20\par
}
",1899-12-30 16:30:00,Día,D,,273,18,1,,,,
334,Día,2021-03-29 00:00:00,1899-12-30 08:30:00,28800,"{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\f0\fs20\par
}
",1899-12-30 16:30:00,Día,D,,273,18,1,,,,
335,Día,2021-03-30 00:00:00,1899-12-30 08:30:00,28800,"{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\f0\fs20\par
}
",1899-12-30 16:30:00,Día,D,,273,18,1,,,,
336,Día,2021-03-31 00:00:00,1899-12-30 08:30:00,28800,"{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\f0\fs20\par
}
",1899-12-30 16:30:00,Día,D,,273,18,1,,,,
337,Día,2021-04-01 00:00:00,1899-12-30 08:30:00,28800,"{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\f0\fs20\par
}
",1899-12-30 16:30:00,Día,D,,273,18,1,,,,
338,Día,2021-04-02 00:00:00,1899-12-30 08:30:00,28800,"{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\f0\fs20\par
}
",1899-12-30 16:30:00,Día,D,,273,18,1,,,,
339,Día,2021-04-05 00:00:00,1899-12-30 08:30:00,28800,"{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\f0\fs20\par
}
",1899-12-30 16:30:00,Día,D,,273,18,1,,,,
340,Día,2021-04-06 00:00:00,1899-12-30 08:30:00,28800,"{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\f0\fs20\par
}
",1899-12-30 16:30:00,Día,D,,273,18,1,,,,
341,Día,2021-04-07 00:00:00,1899-12-30 08:30:00,28800,"{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\f0\fs20\par
}
",1899-12-30 16:30:00,Día,D,,273,18,1,,,,
342,Día,2021-04-08 00:00:00,1899-12-30 08:30:00,28800,"{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\f0\fs20\par
}
",1899-12-30 16:30:00,Día,D,,273,18,1,,,,
343,Día,2021-04-09 00:00:00,1899-12-30 08:30:00,28800,"{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\f0\fs20\par
}
",1899-12-30 16:30:00,Día,D,,273,18,1,,,,
344,Día,2021-04-12 00:00:00,1899-12-30 08:30:00,28800,"{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\f0\fs20\par
}
",1899-12-30 16:30:00,Día,D,,273,18,1,,,,
345,Día,2021-04-13 00:00:00,1899-12-30 08:30:00,28800,"{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\f0\fs20\par
}
",1899-12-30 16:30:00,Día,D,,273,18,1,,,,
346,Día,2021-04-14 00:00:00,1899-12-30 08:30:00,28800,"{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\f0\fs20\par
}
",1899-12-30 16:30:00,Día,D,,273,18,1,,,,
347,Día,2021-04-15 00:00:00,1899-12-30 08:30:00,28800,"{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\f0\fs20\par
}
",1899-12-30 16:30:00,Día,D,,273,18,1,,,,
348,Día,2021-04-16 00:00:00,1899-12-30 08:30:00,28800,"{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\f0\fs20\par
}
",1899-12-30 16:30:00,Día,D,,273,18,1,,,,
349,Día,2021-04-19 00:00:00,1899-12-30 08:30:00,28800,"{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\f0\fs20\par
}
",1899-12-30 16:30:00,Día,D,,273,18,1,,,,
350,Día,2021-04-20 00:00:00,1899-12-30 08:30:00,28800,"{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\f0\fs20\par
}
",1899-12-30 16:30:00,Día,D,,273,18,1,,,,
351,Día,2021-04-21 00:00:00,1899-12-30 08:30:00,28800,"{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\f0\fs20\par
}
",1899-12-30 16:30:00,Día,D,,273,18,1,,,,
352,Día,2021-04-22 00:00:00,1899-12-30 08:30:00,28800,"{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\f0\fs20\par
}
",1899-12-30 16:30:00,Día,D,,273,18,1,,,,
353,Día,2021-04-23 00:00:00,1899-12-30 08:30:00,28800,"{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\f0\fs20\par
}
",1899-12-30 16:30:00,Día,D,,273,18,1,,,,
354,Día,2021-04-26 00:00:00,1899-12-30 08:30:00,28800,"{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\f0\fs20\par
}
",1899-12-30 16:30:00,Día,D,,273,18,1,,,,
355,Día,2021-04-27 00:00:00,1899-12-30 08:30:00,28800,"{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\f0\fs20\par
}
",1899-12-30 16:30:00,Día,D,,273,18,1,,,,
356,Día,2021-04-28 00:00:00,1899-12-30 08:30:00,28800,"{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\f0\fs20\par
}
",1899-12-30 16:30:00,Día,D,,273,18,1,,,,
357,Día,2021-04-29 00:00:00,1899-12-30 08:30:00,28800,"{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\f0\fs20\par
}
",1899-12-30 16:30:00,Día,D,,273,18,1,,,,
358,Día,2021-04-30 00:00:00,1899-12-30 08:30:00,28800,"{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\f0\fs20\par
}
",1899-12-30 16:30:00,Día,D,,273,18,1,,,,
359,Día,2021-05-03 00:00:00,1899-12-30 08:30:00,28800,"{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\f0\fs20\par
}
",1899-12-30 16:30:00,Día,D,,273,18,1,,,,
360,Día,2021-05-04 00:00:00,1899-12-30 08:30:00,28800,"{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\f0\fs20\par
}
",1899-12-30 16:30:00,Día,D,,273,18,1,,,,
361,Día,2021-05-05 00:00:00,1899-12-30 08:30:00,28800,"{\rtf1\ansi\ansicpg1252\deff0\deflang3082{\fonttbl{\f0\fnil\fcharset0 Microsoft Sans Serif;}}
\viewkind4\uc1\pard\f0\fs20\par
}
",1899-12-30 16:30:00,Día,D,,273,18,1,,,,
